#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N1234X",unit_software_part_number="006-B1727-40",software_version="9.51",system_id="6000ABCD01234",unit="PFD1",airframe_hours="0.3",engine_hours="1.3"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS HFOM (ft),GPS VFOM (ft),GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency 1 (MHz),COM Frequency 2 (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),AP Pitch Trim Motor,Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Height Above Ground (ft),Wind Speed (kt),Wind Direction (deg),AHRS/Mag 1 Status,SFD AHRS Status,Pitch Delta (deg),Roll Delta (deg),AHRS 1 Dev (%),SFD AHRS Dev (%),AFCS Attitude Status,Network Status,Transponder Code,Transponder Mode,Engine Power (%),Manifold Press (inch Hg),RPM,Oil Press (PSI),Oil Temp (deg F),Coolant Temp (deg F),Man Temp (deg F),Flap Position,Fuel Qty L (gal),Fuel Qty R (gal),Fuel Flow (gal/hour),Fuel Press (PSI),Elevator Trim,Volts,Efis Bkup Volts,Nav Bkup Volts,Amps,Batt Amps,Feed Psi,Co Ppm,EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),EFIS ON BKUP (discrete),NAV ON BKUP (discrete),ARM BKUP (discrete),PITOT HEAT (discrete),FPCM FAULT (discrete),CHECK FUEL (discrete),EARTH X FAIL (discrete),CAS Alert,Terrain Alert
2026-09-02,14:53:09,21:53:09,-07:00,+39.0810159,-114.1002924,271,3D,338006.8,0.0,,0,0,0.00,,23,20,9,174,311,4,15.7,16,,,-0.009,0.997,-0.078,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.4,1643,,,,080031F8 A54 A0 * 01000000,480137FE N100 X0,,,3,2,,,1200,ALT,,,,,,,,0,12,9,,0.1,0,13.2,13.1,12.9,1,-1,15.3,255,,,,,1,1,0,0,0,0,0,EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / ENGINE ECU / NO AOA CAL,
2026-09-02,14:53:10,21:53:10,-07:00,+39.0810146,-114.1002924,271,3D,338007.8,0.0,,0,0,-0.00,,22,20,9,174,311,7,15.8,16,,,-0.009,0.996,-0.083,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.4,1641,,,,080031F8 A57 A0 * 01000000,,,,4,,,L-,1200,ALT,0,8.6,0,0,44,48,37,0,12,9,0.0,0.1,0,13.2,13.1,12.9,1,-1,15.3,255,325,355,370,410,1,1,0,0,0,0,0,EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / ENGINE ECU,
2026-09-02,14:53:11,21:53:11,-07:00,+39.0810136,-114.1002926,271,3D,338008.8,0.0,,0,0,-0.00,,21,20,9,174,311,10,15.6,15,,,-0.009,1.002,-0.101,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.4,1640,,,,080031F8 A60 A0 * 01000000,,,,4,,,,1200,ALT,0,18.0,0,0,77,93,52,0,12,9,0.0,0.1,0,13.2,13.1,12.9,1,-1,15.3,255,545,600,625,700,1,1,0,0,0,0,0,EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / NO AOA CAL,
2026-09-02,14:53:12,21:53:12,-07:00,+39.0810127,-114.1002930,271,3D,338009.8,0.0,,0,0,0.01,,20,20,9,174,311,11,15.0,15,,,-0.014,0.999,-0.135,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.3,1639,,,,080031F8 A63 A0 * 01000000,,,,6,,,,1200,ALT,0,23.4,0,0,112,142,68,0,12,9,0.0,0.1,0,13.2,13.1,12.9,1,-1,15.3,255,545,600,625,700,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / NO AOA CAL,
2026-09-02,14:53:13,21:53:13,-07:00,+39.0810117,-114.1002931,271,3D,338010.8,0.0,,0,0,0.00,,20,20,9,174,311,11,15.5,16,,,-0.010,1.000,-0.173,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.3,1638,,,,080031F8 A66 A0 * 01000000,,,,3,,,,1200,ALT,0,26.8,0,0,139,179,80,0,12,9,0.0,0.1,0,13.2,13.1,12.9,1,-1,15.3,255,540,595,620,695,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / NO AOA CAL,
2026-09-02,14:53:14,21:53:14,-07:00,+39.0810111,-114.1002933,271,3D,338011.8,0.0,,0,0,0.00,,20,20,9,174,312,10,15.4,16,,,-0.012,0.999,-0.204,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.3,1637,,,,080031F8 A69 A0 * 01000000,,,,6,,,,1200,ALT,0,28.5,0,0,153,198,87,0,12,9,0.0,0.1,0,13.2,13.1,12.9,1,-1,15.3,255,535,590,615,690,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / NO AOA CAL,
2026-09-02,14:53:15,21:53:15,-07:00,+39.0810109,-114.1002936,271,3D,338012.8,0.0,,0,0,-0.00,,20,20,9,174,312,9,14.3,15,,,-0.012,0.997,-0.232,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.3,1636,,,,080031F8 A72 A0 * 01000000,,,,7,,,,1200,ALT,0,29.1,0,0,159,206,89,0,12,9,0.0,0.1,0,13.2,13.1,12.9,1,-1,15.3,255,535,590,615,690,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / NO AOA CAL,
2026-09-02,14:53:16,21:53:16,-07:00,+39.0810108,-114.1002939,271,3D,338013.8,0.0,,0,0,-0.00,,20,20,9,174,312,5,15.0,15,,,-0.007,0.997,-0.258,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.3,1634,,,,080031F8 A75 A0 * 01000000,,,,7,,,,1200,ALT,0,29.5,0,0,162,211,91,0,12,9,0.0,0.1,0,13.2,13.1,12.9,1,-1,15.3,255,530,585,610,685,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / NO AOA CAL,
2026-09-02,14:53:17,21:53:17,-07:00,+39.0810102,-114.1002940,271,3D,338014.8,0.0,,0,0,-0.00,,20,20,9,174,312,1,15.3,16,,,-0.003,0.997,-0.278,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.3,1633,,,,080031F8 A78 A0 * 01000000,,,,6,,,,1200,ALT,0,29.6,0,0,164,212,92,0,12,9,0.0,0.1,0,13.2,13.1,12.8,1,-1,15.3,255,525,580,610,680,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / NO AOA CAL,
2026-09-02,14:53:18,21:53:18,-07:00,+39.0810103,-114.1002937,272,3D,338015.8,0.0,,0,0,0.00,,20,20,9,174,312,1,15.7,16,,,-0.005,0.997,-0.286,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.3,1632,,,,080031F8 A81 A0 * 01000000,,,,7,,,,1200,ALT,0,29.7,0,0,165,213,92,0,12,9,0.0,0.1,0,13.2,13.1,12.8,1,-1,15.3,255,525,580,605,680,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / NO AOA CAL,
2026-09-02,14:53:19,21:53:19,-07:00,+39.0810104,-114.1002937,271,3D,338016.8,0.0,,0,0,-0.00,,20,20,9,174,312,0,15.5,16,,,-0.008,0.998,-0.279,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.3,1630,,,,080031F8 A84 A0 * 01000000,,,,6,,,,1200,ALT,0,29.7,0,0,165,213,92,0,12,9,0.0,0.1,0,13.2,13.0,12.8,1,-1,15.3,255,520,575,605,680,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / NO AOA CAL,
2026-09-02,14:53:20,21:53:20,-07:00,+39.0810104,-114.1002935,272,3D,338017.8,0.0,,0,0,0.00,,20,20,9,174,311,-4,14.7,15,,,-0.009,0.996,-0.270,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.2,1629,,,,080031F8 A87 A0 * 01000000,,,,3,,,,1200,ALT,0,29.7,0,0,165,213,92,0,12,9,0.0,0.1,0,13.2,13.0,12.8,1,-1,15.3,255,520,575,600,675,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:53:21,21:53:21,-07:00,+39.0810106,-114.1002930,271,3D,338018.8,0.0,,0,0,-0.01,,20,20,9,174,311,-6,15.3,16,,,-0.010,0.997,-0.269,,211,,,,30.07,122.700 RX,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.2,1628,,,,080031F8 A90 A0 * 01000000,,,,4,,,,1200,ALT,0,29.7,0,0,165,213,92,0,12,9,0.0,0.1,0,13.2,13.0,12.8,1,-1,15.3,255,515,575,600,675,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:53:22,21:53:22,-07:00,+39.0810112,-114.1002924,271,3D,338019.8,0.0,,0,0,-0.01,,20,20,9,174,311,-4,15.5,16,,,-0.006,0.998,-0.265,,211,,,,30.07,122.700 RX,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.2,1626,,,,080031F8 A93 A0 * 01000000,,,,4,,,,1200,ALT,0,29.7,0,0,165,213,93,0,12,9,0.0,0.1,0,13.2,13.0,12.8,1,-1,15.3,255,515,570,595,670,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:53:23,21:53:23,-07:00,+39.0810117,-114.1002921,271,3D,338020.8,0.0,,0,0,0.01,,20,20,9,174,311,-4,15.5,16,,,-0.009,1.001,-0.251,,211,,,,30.07,122.700 RX,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.2,1625,,,,080031F8 A96 A0 * 01000000,,,,4,,,,1200,ALT,0,29.7,0,0,165,213,93,0,12,9,0.0,0.1,0,13.2,13.0,12.8,1,-1,15.3,255,510,565,595,665,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:53:24,21:53:24,-07:00,+39.0810122,-114.1002925,271,3D,338021.8,0.0,,0,0,-0.00,,20,20,9,174,311,-7,15.6,16,,,-0.009,0.997,-0.236,,211,,,,30.07,122.700 RX,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.2,1623,,,,080031F8 A99 A0 * 01000000,,,,5,,,,1200,ALT,0,29.7,0,0,166,213,93,0,12,9,0.0,0.1,0,13.2,13.0,12.8,1,-1,15.3,255,510,565,590,665,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:53:25,21:53:25,-07:00,+39.0810128,-114.1002929,271,3D,338022.8,0.0,,0,0,0.00,,20,20,9,174,311,-3,15.5,16,-0.62,0.41,-0.008,0.999,-0.220,,211,,,,30.07,122.700 RX,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.2,1622,,,,080037FE D10 A0 * 01000000,,,,4,,,,1200,ALT,0,29.7,0,0,166,213,93,0,12,9,0.0,0.1,0,13.2,13.0,12.8,1,-1,15.3,255,505,560,590,660,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:53:26,21:53:26,-07:00,+39.0810135,-114.1002932,271,3D,338023.8,0.0,,0,0,0.01,,20,20,9,174,311,1,15.4,16,-0.66,0.41,-0.011,0.999,-0.213,,211,,,,30.07,122.700 RX,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.2,1621,,,,080037FE D22 A0 * 01000000,,,,5,,,,1200,ALT,0,29.7,0,0,166,213,93,0,12,9,0.0,0.1,0,13.2,13.0,12.8,1,-1,15.3,255,505,560,585,660,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:53:27,21:53:27,-07:00,+39.0810141,-114.1002939,271,3D,338024.8,0.0,,0,0,0.00,,20,20,9,174,311,5,15.4,16,-0.66,0.39,-0.008,1.000,-0.208,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.2,1621,,,,080037FE D34 A0 * 01000000,,,,5,,,,1200,ALT,0,29.7,0,0,166,213,93,0,12,9,0.0,0.1,0,13.2,13.0,12.8,1,-1,15.3,255,500,555,585,660,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:53:28,21:53:28,-07:00,+39.0810144,-114.1002945,271,3D,338025.8,0.0,,0,0,-0.00,,20,20,9,174,312,7,15.5,16,-0.64,0.42,-0.008,0.997,-0.201,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.2,1620,,,,080037FE D46 A0 * 01000000,,,,4,,,,1200,ALT,0,29.7,0,0,166,213,93,0,12,9,0.0,0.1,0,13.2,13.0,12.8,1,-1,15.3,255,500,555,585,655,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:53:29,21:53:29,-07:00,+39.0810149,-114.1002952,271,3D,338026.8,0.0,,0,0,-0.00,,20,20,9,174,312,6,15.7,16,-0.66,0.43,-0.005,0.996,-0.191,,211,,,,30.07,122.700,,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,27.2,1618,,,,080037FE D58 A0 * 01000000,,,,3,,,,1200,ALT,0,29.7,0,0,166,213,93,0,12,9,0.0,0.1,0,13.2,13.0,12.8,1,-1,15.3,255,495,550,580,650,1,1,0,0,0,0,0,OIL PRESS / EFIS ON BKUP / NAV ON BKUP / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
