#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N1234X",unit_software_part_number="006-B1727-40",software_version="9.51",system_id="6000ABCD01234",unit="PFD1",airframe_hours="0.3",engine_hours="1.2"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS HFOM (ft),GPS VFOM (ft),GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency 1 (MHz),COM Frequency 2 (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),AP Pitch Trim Motor,Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Height Above Ground (ft),Wind Speed (kt),Wind Direction (deg),AHRS/Mag 1 Status,SFD AHRS Status,Pitch Delta (deg),Roll Delta (deg),AHRS 1 Dev (%),SFD AHRS Dev (%),AFCS Attitude Status,Network Status,Transponder Code,Transponder Mode,Engine Power (%),Manifold Press (inch Hg),RPM,Oil Press (PSI),Oil Temp (deg F),Coolant Temp (deg F),Man Temp (deg F),Flap Position,Fuel Qty L (gal),Fuel Qty R (gal),Fuel Flow (gal/hour),Fuel Press (PSI),Elevator Trim,Volts,Efis Bkup Volts,Nav Bkup Volts,Amps,Batt Amps,Feed Psi,Co Ppm,EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),EFIS ON BKUP (discrete),NAV ON BKUP (discrete),ARM BKUP (discrete),PITOT HEAT (discrete),FPCM FAULT (discrete),CHECK FUEL (discrete),EARTH X FAIL (discrete),CAS Alert,Terrain Alert
2026-09-02,14:34:35,21:34:35,-07:00,+39.0810262,-114.1003587,253,3D,336892.6,0.0,,0,0,-0.01,,26,71,9,170,307,1,15.9,16,,,-0.008,0.999,-0.097,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.32,350,LPV,-0.23,-1,,,Fail,,,,,,,,,,,,,0.0,26.2,1510,,,,080031F8 A55 A0 * 01000000,280137FE N44 X0,,,2,3,,,1200,ALT,0,29.7,0,0,84,84,93,0,12,8,0.0,0.2,0,12.7,14.0,13.5,11,-12,15.3,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:36,21:34:36,-07:00,+39.0810250,-114.1003578,254,3D,336893.5,0.0,,0,0,-0.00,,24,65,9,170,307,3,15.6,16,,,-0.008,0.998,-0.095,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.3,1511,,,,080031F8 A58 A0 * 01000000,280137FE N48 X0,,,2,2,,,1200,ALT,0,29.7,0,0,84,84,93,0,12,8,0.0,0.2,0,12.7,14.0,13.5,11,-12,15.3,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:37,21:34:37,-07:00,+39.0810238,-114.1003571,254,3D,336894.5,0.0,,0,0,-0.00,,22,60,9,170,307,-1,15.5,16,,,-0.008,0.999,-0.099,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.3,1513,,,,080031F8 A61 A0 * 01000000,280137FE N52 X0,,,3,3,,,1200,ALT,0,29.7,0,0,84,84,93,0,12,8,0.0,1.6,0,12.7,14.0,13.5,10,-12,15.3,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:38,21:34:38,-07:00,+39.0810228,-114.1003571,254,3D,336895.6,0.0,,0,0,0.00,,21,55,9,170,307,-2,15.6,16,,,-0.009,0.998,-0.105,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.3,1514,,,,080031F8 A64 A0 * 01000000,280137FE N56 X0,,,2,3,,,1200,ALT,0,29.7,0,0,84,84,93,0,12,8,0.0,17.1,0,12.6,14.0,13.5,9,-13,15.1,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:39,21:34:39,-07:00,+39.0810215,-114.1003577,254,3D,336896.5,0.0,,0,0,0.00,,20,52,9,170,307,-1,15.8,16,,,-0.009,0.998,-0.111,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.3,1515,,,,080031F8 A67 A0 * 01000000,280137FE N60 X0,,,2,2,,,1200,ALT,0,29.7,0,0,84,84,93,0,12,9,0.0,29.5,0,12.6,14.0,13.5,12,-15,15.1,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:40,21:34:40,-07:00,+39.0810205,-114.1003585,255,3D,336897.5,0.0,,0,0,0.00,,20,48,9,170,307,-1,15.7,16,,,-0.009,0.998,-0.111,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.3,1516,,,,080031F8 A70 A0 * 01000000,280137FE N64 X0,,,2,3,,,1200,ALT,0,29.7,0,0,84,84,93,0,12,9,0.0,38.3,0,12.5,14.0,13.6,15,-16,15.3,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:41,21:34:41,-07:00,+39.0810190,-114.1003597,255,3D,336898.5,0.0,,0,0,0.00,,20,45,9,169,307,-7,15.7,16,,,-0.006,0.998,-0.115,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.3,1517,,,,080031F8 A73 A0 * 01000000,280137FE N68 X0,,,3,3,,,1200,ALT,0,29.7,0,0,84,84,93,0,12,9,0.0,42.3,0,12.5,14.0,13.6,9,-17,15.4,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:42,21:34:42,-07:00,+39.0810180,-114.1003609,256,3D,336899.5,0.0,,0,0,-0.00,,20,43,9,169,307,-11,15.7,16,,,-0.007,0.998,-0.115,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.3,1518,,,,080031F8 A76 A0 * 01000000,280137FE N72 X0,,,3,2,,,1200,ALT,0,29.7,0,0,84,84,93,0,12,9,0.0,44.5,0,12.5,14.0,13.6,9,-17,15.4,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:43,21:34:43,-07:00,+39.0810175,-114.1003620,257,3D,336900.5,0.0,,0,0,-0.00,,20,41,9,169,307,-10,15.9,16,,,-0.006,0.998,-0.115,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.3,1519,,,,080031F8 A79 A0 * 01000000,280137FE N76 X0,,,3,3,,,1200,ALT,0,29.7,0,0,84,84,93,0,12,9,0.0,45.5,0,12.5,14.0,13.6,12,-17,15.4,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:44,21:34:44,-07:00,+39.0810168,-114.1003624,258,3D,336901.5,0.0,,0,0,-0.00,,20,39,9,170,307,-7,16.3,17,,,-0.008,0.997,-0.102,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.3,1521,,,,080031F8 A82 A0 * 01000000,280137FE N80 X0,,,3,14,,,1200,ALT,,29.7,0,0,84,84,93,0,12,9,0.0,45.9,0,12.5,14.0,13.7,14,-17,15.4,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:45,21:34:45,-07:00,+39.0810162,-114.1003622,259,3D,336902.5,0.0,,0,0,-0.00,,20,37,9,170,307,4,16.1,16,,,-0.009,0.998,-0.079,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.4,1522,,,,080031F8 A85 A0 * 01000000,280137FE N84 X0,,,2,3,,,1200,ALT,,29.7,0,0,84,84,93,0,12,9,0.0,46.1,0,12.5,14.0,13.7,10,-17,15.4,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:46,21:34:46,-07:00,+39.0810156,-114.1003620,259,3D,336903.5,0.0,,0,0,-0.00,,20,35,9,170,307,13,15.2,16,,,-0.007,0.998,-0.063,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.4,1524,,,,080031F8 A88 A0 * 01000000,280137FE N88 X0,,,4,4,,,1200,ALT,,29.7,0,0,84,84,93,0,12,9,0.0,46.2,0,12.5,14.0,13.7,10,-17,15.4,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:47,21:34:47,-07:00,+39.0810153,-114.1003624,260,3D,336904.5,0.0,,0,0,0.00,,20,34,9,171,308,20,15.8,16,,,-0.007,0.997,-0.055,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.4,1526,,,,080031F8 A91 A0 * 01000000,280137FE N91 X0,,,4,4,,,1200,ALT,,,,,84,84,93,0,12,9,,46.3,0,12.5,14.0,13.8,10,-17,15.4,227,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / ENGINE ECU / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:48,21:34:48,-07:00,+39.0810145,-114.1003626,260,3D,336905.5,0.0,,0,0,-0.00,,20,33,9,171,308,23,14.1,14,,,-0.008,0.999,-0.060,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.4,1528,,,,080031F8 A94 A0 * 01000000,280137FE N96 X0,,,3,3,,,1200,ALT,,,,,,,,0,12,9,,46.3,0,12.5,14.0,13.8,13,-17,15.4,135,,,,,0,0,0,0,0,0,0,FUEL PRESS / CO PPM / ENGINE ECU / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:49,21:34:49,-07:00,+39.0810141,-114.1003624,260,3D,336906.5,0.0,,0,0,-0.00,,20,32,10,170,308,8,14.6,15,,,0.013,1.002,-0.087,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.4,1529,,,,080031F8 A97 A0 * 01000000,280137FE N99 X0,,,35,26,,,1200,ALT,,,,,,,,0,12,9,,46.3,-1,12.3,14.0,13.8,14,-17,15.4,68,,,,,0,0,0,0,0,0,0,FUEL PRESS / CO PPM / ENGINE ECU / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:50,21:34:50,-07:00,+39.0810143,-114.1003622,261,3D,336907.5,0.0,,0,0,-0.00,,20,30,10,170,308,-4,15.3,16,-1.16,0.63,-0.015,0.994,-0.119,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.4,1529,,,,080037FE D0 A0 * 01000000,280137FE N100 X0,0.5,0.2,33,23,,,1200,ALT,,,,,,,,0,12,9,,46.2,0,12.2,14.0,13.8,10,-17,15.4,31,,,,,0,0,0,0,0,0,0,FUEL PRESS / CO PPM / ENGINE ECU / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:51,21:34:51,-07:00,+39.0810142,-114.1003618,261,3D,336908.5,0.0,,0,0,0.00,,20,29,10,170,307,-10,15.3,16,-1.11,0.89,-0.007,1.001,-0.145,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.4,1529,,,,080037FE D12 A0 * 01000000,280137FE N100 X0,0.5,0.4,34,22,,,1200,ALT,,,,,,,,0,12,9,,46.1,0,12.1,14.0,13.8,10,-18,15.5,16,,,,,0,0,0,0,0,0,0,FUEL PRESS / CO PPM / ENGINE ECU / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:52,21:34:52,-07:00,+39.0810134,-114.1003613,262,3D,336909.5,0.0,,0,0,0.01,,20,28,10,170,307,-12,15.6,16,-1.02,1.06,-0.032,1.001,-0.160,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.4,1529,,,,080037FE D24 A0 * 01000000,280137FE N100 X0,0.4,0.6,35,23,,,1200,ALT,,,,,,,,0,12,9,,46.1,0,12.0,14.0,13.9,14,-18,15.5,7,,,,,0,0,0,0,0,0,0,FUEL PRESS / CO PPM / ENGINE ECU / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:53,21:34:53,-07:00,+39.0810124,-114.1003604,262,3D,336910.5,0.0,,0,0,-0.00,,20,27,10,170,307,-11,15.6,16,-1.01,1.01,-0.014,0.999,-0.179,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.4,1529,,,,080037FE D36 A0 * 01000000,280137FE N100 X0,0.4,0.5,17,18,,,1200,ALT,,,,,,,,0,12,10,,46.0,0,12.0,14.0,13.9,9,-18,15.5,3,,,,,0,0,0,0,0,0,0,FUEL PRESS / ENGINE ECU / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:54,21:34:54,-07:00,+39.0810115,-114.1003595,263,3D,336911.5,0.0,,0,0,-0.00,,20,26,10,170,307,-4,15.8,16,-0.91,0.75,-0.007,0.997,-0.192,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.4,1529,,,,080037FE D48 A0 * 01000000,280137FE N100 X0,0.3,0.3,3,3,,,1200,ALT,,,,,,,,0,12,10,,46.1,0,12.2,14.0,13.9,11,-18,15.5,2,,,,,0,0,0,0,0,0,0,FUEL PRESS / ENGINE ECU / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:34:55,21:34:55,-07:00,+39.0810107,-114.1003585,263,3D,336912.5,0.0,,0,0,-0.00,,20,26,10,170,308,5,16.0,16,-0.91,0.62,-0.006,1.000,-0.192,,211,,,,30.07,122.700,118.350 RX,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Fail,,,,,,,,,,,,,0.0,26.4,1530,,,,080037FE D60 A0 * 01000000,280137FE N100 X0,0.3,0.1,3,4,,,1200,ALT,,,,,,,,0,12,10,,46.2,0,12.3,14.0,14.0,14,-17,15.5,1,,,,,0,0,0,0,0,0,0,FUEL PRESS / ENGINE ECU / TRAFFIC FAIL / NO AOA CAL,
