#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N1234X",unit_software_part_number="006-B1727-40",software_version="9.51",system_id="6000ABCD01234",unit="PFD1",airframe_hours="0.3",engine_hours="1.2"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS HFOM (ft),GPS VFOM (ft),GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency 1 (MHz),COM Frequency 2 (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),AP Pitch Trim Motor,Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Height Above Ground (ft),Wind Speed (kt),Wind Direction (deg),AHRS/Mag 1 Status,SFD AHRS Status,Pitch Delta (deg),Roll Delta (deg),AHRS 1 Dev (%),SFD AHRS Dev (%),AFCS Attitude Status,Network Status,Transponder Code,Transponder Mode,Engine Power (%),Manifold Press (inch Hg),RPM,Oil Press (PSI),Oil Temp (deg F),Coolant Temp (deg F),Man Temp (deg F),Flap Position,Fuel Qty L (gal),Fuel Qty R (gal),Fuel Flow (gal/hour),Fuel Press (PSI),Elevator Trim,Volts,Efis Bkup Volts,Nav Bkup Volts,Amps,Batt Amps,Feed Psi,Co Ppm,EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),EFIS ON BKUP (discrete),NAV ON BKUP (discrete),ARM BKUP (discrete),PITOT HEAT (discrete),FPCM FAULT (discrete),CHECK FUEL (discrete),EARTH X FAIL (discrete),CAS Alert,Terrain Alert
2026-09-02,13:59:41,20:59:41,-07:00,+39.0817488,-114.1003064,-91,3D- (SFD1),334781.1,2.6,,-0,2,-2.95,,318,20952,4,162,300,-4,15.9,16,0.48,0.10,-0.003,0.997,-0.174,,211,,,,30.07,122.700 RX,118.350,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1367,,,,081137FE D67 A0 * 01010000,0801B7FE N100 X0,0.2,0.0,3,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,0.4,1,13.3,13.9,14.0,5,-5,15.5,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:42,20:59:42,-07:00,+39.0817534,-114.1003174,-78,3D- (SFD1),334782.1,2.7,,-0,0,-0.12,,303,18991,4,162,300,-8,16.0,16,0.48,0.11,-0.002,0.998,-0.176,,211,,,,30.07,122.700 RX,118.350,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1366,,,,081137FE D79 A0 * 01010000,0801B7FE N100 X0,0.2,0.0,2,2,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,0.4,1,13.3,13.9,14.0,5,-5,15.5,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:43,20:59:43,-07:00,+39.0817374,-114.1003122,-64,3D- (SFD1),334783.1,3.7,,-1,3,-5.44,,292,17585,4,162,300,-7,16.0,16,0.48,0.12,-0.001,0.998,-0.169,,211,,,,30.07,122.700 RX,118.350,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1366,,,,081137FE D91 A0 * 01010000,0801B7FE N100 X0,0.2,0.0,2,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,0.4,1,13.3,13.9,14.0,5,-5,15.5,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:44,20:59:44,-07:00,+39.0816801,-114.1003074,-35,3D- (SFD1),334784.1,2.6,,-0,-1,1.00,,281,16279,4,162,300,-6,15.9,16,0.48,0.12,-0.001,0.998,-0.163,,211,,,,30.07,122.700 RX,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1366,,,,081137FE D98 A0 * 01010000,0801B7FE N100 X0,0.2,0.0,3,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,0.4,1,13.3,13.9,14.0,5,-5,15.5,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:45,20:59:45,-07:00,+39.0818491,-114.1003627,-123,3D- (SFD1),334785.1,4.5,,0,-1,1.68,,271,15147,4,162,299,-6,16.0,16,0.47,0.11,-0.002,0.998,-0.157,,211,,,,30.07,122.700 RX,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1366,,,,081137FE D98 A0 * 01010000,0801B7FE N100 X0,0.3,0.0,3,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,0.4,1,13.3,13.9,14.0,5,-5,15.5,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:46,20:59:46,-07:00,+39.0818596,-114.1004013,-136,3D- (SFD1),334786.2,2.8,,-0,-0,0.30,,263,14231,4,162,299,-7,15.9,16,0.48,0.12,-0.001,0.998,-0.149,,211,,,,30.07,122.700 RX,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1365,,,,081137FE D98 A0 * 01010000,0801B7FE N100 X0,0.3,0.0,2,4,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,0.8,1,13.3,13.9,14.0,5,-5,15.4,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:47,20:59:47,-07:00,+39.0819819,-114.1004211,-203,3D- (SFD1),334787.1,2.7,,0,1,-0.90,,254,13342,4,162,299,-5,15.9,16,0.48,0.12,-0.002,0.999,-0.145,,211,,,,30.07,122.700,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1366,,,,081137FE D98 A0 * 01010000,0801B7FE N100 X0,0.3,0.1,3,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,12.3,1,13.2,13.9,14.0,5,-7,14.2,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:48,20:59:48,-07:00,+39.0819320,-114.1004659,-181,3D- (SFD1),334788.1,3.6,,-0,0,-0.97,,248,12628,4,162,299,-1,15.9,16,0.47,0.11,-0.002,0.999,-0.145,,211,,,,30.07,122.700 RX,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1366,,,,081137FE D98 A0 * 01010000,0801B7FE N100 X0,0.3,0.1,3,2,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,24.6,1,13.2,13.9,14.0,5,-8,12.5,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:49,20:59:49,-07:00,+39.0819546,-114.1004715,-209,3D- (SFD1),334789.1,4.1,,-0,1,-1.95,,242,12043,4,162,299,0,15.9,16,0.47,0.11,-0.002,0.998,-0.142,,211,,,,30.07,122.700 RX,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1366,,,,081137FE D98 A0 * 01010000,0801B7FE N100 X0,0.3,0.0,3,2,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,31.5,1,13.1,13.9,14.0,5,-9,10.9,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:50,20:59:50,-07:00,+39.0819941,-114.1004997,-228,3D- (SFD1),334790.1,2.8,,0,-2,3.74,,236,11457,4,162,299,3,15.9,16,0.47,0.11,-0.002,0.999,-0.137,,211,,,,30.07,122.700 RX,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1366,,,,081137FE D98 A0 * 01010000,0801B7FE N100 X0,0.3,0.0,3,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,29.7,1,13.1,13.9,14.0,5,-9,9.7,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:51,20:59:51,-07:00,+39.0820461,-114.1004625,-256,3D- (SFD1),334791.1,4.8,,-1,0,-1.27,,231,10927,4,163,300,7,15.9,16,0.48,0.11,-0.002,0.998,-0.134,,211,,,,30.07,122.700 RX,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1366,,,,081137FE N1 A0 * 01010000,0801B7FE N100 X0,0.3,0.0,2,2,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,24.8,1,13.1,13.9,14.0,5,-8,9.1,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:52,20:59:52,-07:00,+39.0820655,-114.1004834,-278,3D- (SFD1),334792.1,3.5,,0,1,-0.82,,226,10465,4,163,300,7,15.8,16,0.47,0.11,-0.005,0.997,-0.132,,211,,,,30.07,122.700 RX,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1366,,,,081137FE N5 A0 * 01010000,0801B7FE N100 X0,0.3,0.1,3,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,18.6,1,13.2,13.9,14.0,5,-7,8.8,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:53,20:59:53,-07:00,+39.0819666,-114.1004750,-210,3D- (SFD1),334793.1,2.1,,-0,1,-0.63,,219,9904,4,163,300,7,15.7,16,0.47,0.12,-0.001,0.997,-0.132,,211,,,,30.07,122.700 RX,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1367,,,,081137FE N9 A0 * 01010000,0801B7FE N100 X0,0.3,0.1,3,4,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,14.1,1,13.2,13.9,14.0,5,-6,8.8,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:54,20:59:54,-07:00,+39.0819611,-114.1004393,-194,3D- (SFD1),334794.1,3.1,,0,-0,0.70,,213,9345,4,163,300,7,15.7,16,0.47,0.10,-0.002,0.999,-0.135,,211,,,,30.07,122.700 RX,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1367,,,,081137FE N13 A0 * 01010000,0801B7FE N100 X0,0.3,0.0,2,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,11.6,1,13.2,13.9,14.0,5,-6,8.9,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:55,20:59:55,-07:00,+39.0818441,-114.1004459,-125,3D- (SFD1),334795.1,2.7,,-0,1,-0.28,,209,8963,4,163,300,7,15.8,16,0.47,0.12,-0.000,0.998,-0.131,,211,,,,30.07,122.700,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1367,,,,081137FE N17 A0 * 01000000,0801B7FE N100 X0,0.3,0.0,3,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,8.8,1,13.2,13.9,14.0,5,-6,10.4,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:56,20:59:56,-07:00,+39.0809055,-114.1001780,505,3D-,334814.2,2.0,,0,0,-0.01,,156,1071,4,163,300,4,15.9,16,0.47,0.12,-0.002,0.999,-0.124,,211,,,,30.07,122.700,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1367,,,,081137FE N21 A0 * 01000000,0801B7FE N100 X0,0.3,0.1,2,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,13.7,1,13.2,13.9,14.0,9,-7,12.2,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:57,20:59:57,-07:00,+39.0809131,-114.1001723,504,3D-,334815.2,0.3,,0,0,-0.00,,124,685,4,163,300,2,15.9,16,0.48,0.12,-0.001,0.998,-0.116,,211,,,,30.07,122.700,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1367,,,,081137FE N25 A0 * 01000000,0801B7FE N100 X0,0.3,0.1,3,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,25.6,1,13.1,13.9,14.0,10,-9,13.4,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:58,20:59:58,-07:00,+39.0809166,-114.1001752,503,3D-,334816.2,0.0,,0,0,-0.00,,106,509,4,163,300,3,15.9,16,0.47,0.12,-0.001,0.999,-0.111,,211,,,,30.07,122.700,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1367,,,,081137FE N29 A0 * 01000000,0801B7FE N100 X0,0.3,0.1,3,2,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,36.0,1,12.9,13.9,14.0,11,-11,14.2,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,13:59:59,20:59:59,-07:00,+39.0809174,-114.1001819,502,3D-,334817.2,0.0,,0,0,0.01,,94,409,4,163,300,1,15.9,16,0.47,0.11,-0.002,0.998,-0.110,,211,,,,30.07,122.700,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1367,,,,081137FE N32 A0 * 01000000,0801B7FE N100 X0,0.3,0.1,2,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,10,0.0,41.7,1,12.9,13.9,14.0,6,-12,14.8,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / FUEL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:00:00,21:00:00,-07:00,+39.0809179,-114.1001828,501,3D-,334818.2,0.0,,0,0,0.01,,86,339,4,163,300,-2,15.8,16,0.47,0.11,-0.001,0.998,-0.109,,211,,,,30.07,122.700,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1367,,,,081137FE N32 A0 * 01000000,0801B7FE N100 X0,0.3,0.1,2,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,11,0.0,44.1,1,12.9,13.9,14.0,6,-12,15.1,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
2026-09-02,14:00:01,21:00:01,-07:00,+39.0809207,-114.1001795,499,3D-,334819.2,0.0,,0,0,0.00,,80,292,4,163,300,-4,15.8,16,0.48,0.12,-0.002,0.998,-0.110,,211,,,,30.07,122.700,118.350 RX,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-12.8,25.1,1367,,,,081137FE N32 A0 * 01000000,0801B7FE N100 X0,0.3,0.1,3,3,,,1200,ALT,0,29.7,0,0,84,84,86,0,12,11,0.0,45.5,1,12.9,13.9,14.0,5,-13,15.2,254,110,110,110,110,0,0,0,0,0,0,0,OIL PRESS / CO PPM / TRAFFIC FAIL / NO AOA CAL,
