#airframe_info, log_version="1.03", log_content_version="1.02", Product="GIFD", airframe_name="Cirrus SF50", unit_software_part_number="006-B1177-7Q", unit_software_version="21.45", system_software_part_number="", system_id="000000000", mode=NORMAL, flightstream_header="000000000_0000", 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees,      ft,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,     Hg,    rpm,       %,  ft lbs,       %,   deg C,       %,       %,      gph,     Hg,    rpm,  ft lbs,       %,   deg C,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,    deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,  AltInd, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 %Pwr, E1 Torq,   E1 NG,  E1 ITT,   E1 N1,   E1 N2, E2 FFlow, E2 MAP, E2 RPM, E2 Torq,   E2 NG,  E2 ITT,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd,  WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2024-08-10, 10:48:39,  -05:00,  6385�,   41.3310228, -108.2599906,  5788.9, 30.27,  5818.0,  19.5,   0.00,   2.41,  -15.96,   1.54,  -0.62,  -0.01,   0.02,  73.6,  79.1,  27.8,  28.7,  37.1,  17.7, 147.63, 147.10,    33.57,  124.48,   67.26,       ,       ,        ,        ,        ,  557.38,    0.57,    0.80,         ,       ,       ,        ,        ,        ,  5761.9,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,  -7.9,     3D, 1852,      ,       ,  82.5,       
2024-08-10, 10:48:40,  -05:00,  6385�,   41.3310228, -108.2599677,  5788.9, 30.27,  5818.2,  19.5,   0.00,   3.09,  -15.87,   1.43,  -0.69,   0.01,   0.00,  72.0,  77.6,  27.8,  28.7,  37.1,  16.9, 147.68, 147.14,    33.17,  124.85,   67.16,       ,       ,        ,        ,        ,  545.00,    0.57,    0.80,         ,       ,       ,        ,        ,        ,  5762.1,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   3.9,     3D, 1852,      ,       ,  82.5,       
2024-08-10, 10:48:41,  -05:00,  6385�,   41.3310228, -108.2599448,  5788.9, 30.27,  5818.7,  19.5,   0.00,   3.50,   -5.22,   1.34,  -0.67,  -0.03,  -0.00,  68.7,  76.6,  27.8,  28.7,  37.1,  16.2, 147.65, 147.18,    32.09,  125.13,   67.06,       ,       ,        ,        ,        ,  535.75,    0.57,    0.80,         ,       ,       ,        ,        ,        ,  5762.7,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  82.5,       
2024-08-10, 10:48:42,  -05:00,  6385�,   41.3310266, -108.2599295,  5788.9, 30.27,  5818.9,  19.5,   0.00,   3.58,   -8.08,   1.25,  -0.71,  -0.01,  -0.02,  62.6,  73.3,  27.8,  28.7,  37.1,  15.3, 147.63, 147.20,    17.95,  125.34,   64.63,       ,       ,        ,        ,        ,  520.75,    0.51,    0.74,         ,       ,       ,        ,        ,        ,  5762.8,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  82.5,       
2024-08-10, 10:48:43,  -05:00,  6385�,   41.3310305, -108.2599067,  5788.9, 30.27,  5819.8,  19.5,   0.00,   3.60,  -15.62,   1.26,  -0.46,  -0.03,  -0.01,  54.5,  67.3,  27.8,  28.7,  37.1,  14.5, 147.57, 147.21,    15.29,  125.44,   62.73,       ,       ,        ,        ,        ,  489.50,    0.44,    0.70,         ,       ,       ,        ,        ,        ,  5763.7,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  82.5,       
2024-08-10, 10:48:44,  -05:00,  6385�,   41.3310381, -108.2598838,  5788.9, 30.27,  5819.7,  19.5,   0.00,   3.75,  -15.99,   1.24,  -0.46,  -0.01,  -0.01,  45.8,  58.6,  27.8,  28.7,  37.1,  13.8, 147.55, 147.23,    13.98,  125.46,   61.49,       ,       ,        ,        ,        ,  462.50,    0.40,    0.67,         ,       ,       ,        ,        ,        ,  5763.7,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  82.5,       
2024-08-10, 10:48:45,  -05:00,  6385�,   41.3310495, -108.2598685,  5788.9, 30.27,  5819.5,  19.5,   0.00,   3.85,  -15.52,   1.15,  -0.48,  -0.03,   0.00,  36.8,  49.6,  27.8,  28.7,  37.1,  13.0, 147.55, 147.30,    13.00,  125.53,   60.48,       ,       ,        ,        ,        ,  444.50,    0.37,    0.66,         ,       ,       ,        ,        ,        ,  5763.4,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 1852,      ,       ,  82.5,       
2024-08-10, 10:48:46,  -05:00,  6385�,   41.3310572, -108.2598456,  5788.9, 30.27,  5820.6,  19.5,   0.00,   3.89,   -4.88,   1.07,  -0.44,  -0.01,  -0.00,  27.5,  40.7,  27.8,  28.7,  37.1,  12.3, 147.49, 147.40,    12.26,  125.62,   59.79,       ,       ,        ,        ,        ,  433.25,    0.35,    0.64,         ,       ,       ,        ,        ,        ,  5764.5,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  74.5,       
2024-08-10, 10:48:47,  -05:00,  6385�,   41.3310724, -108.2598304,  5788.9, 30.27,  5820.6,  19.5,   0.00,   3.83,   -6.16,   0.80,  -0.31,  -0.02,  -0.01,  18.3,  30.8,  27.8,  28.7,  37.0,  11.4, 147.44, 147.50,    11.58,  125.76,   59.13,       ,       ,        ,        ,        ,  426.00,    0.33,    0.62,         ,       ,       ,        ,        ,        ,  5764.5,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  69.0,       
2024-08-10, 10:48:48,  -05:00,  6385�,   41.3310877, -108.2598227,  5788.9, 30.27,  5820.9,  19.5,   0.00,   3.48,  -15.09,   0.62,  -0.24,  -0.00,  -0.01,  10.3,  21.9,  27.8,  28.7,  36.7,  10.9, 147.40, 147.51,    10.96,  125.88,   58.42,       ,       ,        ,        ,        ,  421.38,    0.32,    0.61,         ,       ,       ,        ,        ,        ,  5764.8,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 1852,      ,       ,  69.0,       
2024-08-10, 10:48:49,  -05:00,  6385�,   41.3310991, -108.2598227,  5788.9, 30.27,  5826.2,  19.5,   0.00,   3.17,  -15.97,   0.45,  -0.12,  -0.00,  -0.00,   3.3,  14.1,  27.8,  28.7,  36.5,  10.3, 147.33, 147.52,    10.43,  126.04,   57.88,       ,       ,        ,        ,        ,  418.25,    0.30,    0.60,         ,       ,       ,        ,        ,        ,  5770.1,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 1852,      ,       ,  65.5,       
2024-08-10, 10:48:50,  -05:00,  6385�,   41.3311144, -108.2598151,  5788.9, 30.27,  5826.5,  19.5,   0.00,   2.86,  -14.96,   0.54,  -0.09,  -0.00,   0.01, 357.1,   7.2,  27.8,  28.7,  36.0,   9.7, 147.29, 147.58,     9.90,  126.22,   57.35,       ,       ,        ,        ,        ,  416.25,    0.29,    0.58,         ,       ,       ,        ,        ,        ,  5770.4,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,  -7.9,     3D, 1852,      ,       ,  65.5,       
2024-08-10, 10:48:51,  -05:00,  6385�,   41.3311258, -108.2598151,  5788.9, 30.27,  5826.5,  19.5,   0.00,   2.59,   -8.57,   0.46,  -0.03,   0.00,  -0.01, 352.0,   1.5,  27.8,  28.7,  35.7,   9.1, 147.27, 147.58,     9.45,  126.45,   56.65,       ,       ,        ,        ,        ,  414.62,    0.28,    0.57,         ,       ,       ,        ,        ,        ,  5770.4,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  65.5,       
2024-08-10, 10:48:52,  -05:00,  6385�,   41.3311334, -108.2598151,  5787.9, 30.27,  5827.4,  19.5,   0.00,   1.94,  -15.63,   0.43,  -0.13,   0.00,   0.00, 348.6, 356.7,  27.8,  28.7,  35.3,   8.5, 147.26, 147.51,     9.05,  126.74,   56.00,       ,       ,        ,        ,        ,  413.00,    0.26,    0.55,         ,       ,       ,        ,        ,        ,  5771.3,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 1852,      ,       ,  89.5,       
2024-08-10, 10:48:53,  -05:00,  6385�,   41.3311411, -108.2598151,  5787.9, 30.27,  5828.1,  19.5,   0.00,   1.46,  -15.99,   0.48,  -0.16,   0.01,   0.00, 346.3, 356.7,  27.8,  28.7,  35.0,   8.2, 147.26, 147.45,     9.42,  127.07,   55.34,       ,       ,        ,        ,        ,  411.50,    0.25,    0.54,         ,       ,       ,        ,        ,        ,  5772.1,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  89.5,       
2024-08-10, 10:48:54,  -05:00,  6385�,   41.3311487, -108.2598151,  5787.9, 30.27,  5827.8,  19.5,   0.00,   0.89,  -16.00,   0.53,  -0.19,   0.01,  -0.01, 345.0, 356.7,  27.8,  28.7,  34.7,   7.8, 147.25, 147.39,    10.14,  127.47,   55.15,       ,       ,        ,        ,        ,  413.75,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5771.7,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  89.5,       
2024-08-10, 10:48:55,  -05:00,  6385�,   41.3311487, -108.2598151,  5787.9, 30.27,  5828.0,  19.5,   0.00,   0.00,  -16.00,   0.51,  -0.23,   0.00,   0.00, 344.5, 356.7,  27.8,  28.7,  34.4,   7.5, 147.22, 147.24,    10.22,  127.80,   55.20,       ,       ,        ,        ,        ,  420.88,    0.24,    0.53,         ,       ,       ,        ,        ,        ,  5772.0,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  89.5,       
2024-08-10, 10:48:56,  -05:00,  6385�,   41.3311487, -108.2598151,  5787.9, 30.27,  5827.6,  19.5,   0.00,   0.00,  -16.00,   0.64,  -0.23,   0.01,  -0.00, 344.5, 356.7,  27.8,  28.7,  34.2,   7.0, 147.25, 147.12,    10.35,  128.14,   55.25,       ,       ,        ,        ,        ,  428.50,    0.24,    0.53,         ,       ,       ,        ,        ,        ,  5771.6,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  89.5,       
2024-08-10, 10:48:57,  -05:00,  6385�,   41.3311487, -108.2598151,  5787.9, 30.27,  5827.9,  19.8,   0.00,   0.00,  -13.32,   0.66,  -0.21,  -0.00,  -0.00, 344.5, 356.7,  27.8,  28.7,  33.9,   6.8, 147.27, 147.06,    10.53,  128.51,   55.25,       ,       ,        ,        ,        ,  435.12,    0.24,    0.53,         ,       ,       ,        ,        ,        ,  5771.8,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  89.5,       
2024-08-10, 10:48:58,  -05:00,  6385�,   41.3311487, -108.2598151,  5787.9, 30.27,  5825.9,  19.8,   0.00,   0.00,   -8.56,   0.67,  -0.19,   0.00,  -0.00, 344.6, 356.7,  27.8,  28.7,  33.6,   6.5, 147.29, 147.00,    10.53,  128.85,   55.22,       ,       ,        ,        ,        ,  440.62,    0.24,    0.53,         ,       ,       ,        ,        ,        ,  5769.9,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  89.0,       
2024-08-10, 10:48:59,  -05:00,  6385�,   41.3311487, -108.2598151,  5787.9, 30.27,  5825.8,  19.8,   0.00,   0.00,  -14.94,   0.67,  -0.18,  -0.00,  -0.00, 344.7, 356.7,  27.8,  28.7,  33.4,   6.2, 147.26, 146.95,    10.65,  129.25,   55.24,       ,       ,        ,        ,        ,  444.62,    0.24,    0.53,         ,       ,       ,        ,        ,        ,  5769.8,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  88.5,       
2024-08-10, 10:49:00,  -05:00,  6385�,   41.3311487, -108.2598151,  5787.9, 30.27,  5826.0,  19.8,   0.00,   0.00,  -15.96,   0.67,  -0.16,  -0.00,  -0.01, 344.7, 356.7,  27.8,  28.7,  33.2,   5.9, 147.27, 146.94,    10.78,  129.56,   55.22,       ,       ,        ,        ,        ,  447.75,    0.24,    0.53,         ,       ,       ,        ,        ,        ,  5769.9,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  88.5,       
2024-08-10, 10:49:01,  -05:00,  6385�,   41.3311487, -108.2598151,  5787.9, 30.27,  5826.8,  19.8,   0.00,   0.00,  -16.00,   0.68,  -0.16,  -0.00,  -0.01, 344.8, 356.7,  27.8,  28.7,  33.0,   5.6, 147.26, 146.86,    10.79,  129.93,   55.29,       ,       ,        ,        ,        ,  450.00,    0.24,    0.53,         ,       ,       ,        ,        ,        ,  5770.7,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  88.5,       
2024-08-10, 10:49:02,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5826.9,  19.8,   0.00,   0.00,  -16.00,   0.68,  -0.15,  -0.00,  -0.01, 344.8, 356.7,  27.8,  28.7,  32.8,   5.4, 147.27, 146.82,    10.88,  130.26,   55.32,       ,       ,        ,        ,        ,  452.00,    0.24,    0.53,         ,       ,       ,        ,        ,        ,  5770.8,   0,  GPS,  170.0, 110.10, 110.10, 132.750, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  88.5,       
2024-08-10, 10:49:03,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5827.2,  19.8,   0.00,   0.00,   -3.57,   0.68,  -0.14,   0.00,  -0.01, 344.8, 356.7,  27.8,  28.7,  32.6,   5.1, 147.25, 146.82,    10.99,  130.58,   55.21,       ,       ,        ,        ,        ,  453.38,    0.24,    0.53,         ,       ,       ,        ,        ,        ,  5771.1,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  88.5,       
2024-08-10, 10:49:04,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5827.5,  19.8,   0.00,   0.00,   -5.76,   0.69,  -0.13,   0.00,  -0.00, 344.9, 356.7,  27.8,  28.7,  32.4,   4.8, 147.27, 146.76,    11.25,  130.87,   55.23,       ,       ,        ,        ,        ,  454.50,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5771.4,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  88.5,       
2024-08-10, 10:49:05,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5827.7,  19.8,   0.00,   0.00,   -2.78,   0.69,  -0.12,   0.00,  -0.00, 344.9, 356.7,  27.8,  28.7,  32.2,   4.6, 147.28, 146.77,    11.26,  131.16,   55.29,       ,       ,        ,        ,        ,  455.62,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5771.6,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   3.9,     3D, 1852,      ,       ,  88.5,       
2024-08-10, 10:49:06,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5827.8,  19.8,   0.00,   0.00,   -3.52,   0.70,  -0.12,  -0.00,  -0.01, 345.0, 356.7,  27.8,  28.7,  32.1,   4.5, 147.30, 146.73,    11.19,  131.47,   55.23,       ,       ,        ,        ,        ,  456.25,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5771.7,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  88.5,       
2024-08-10, 10:49:07,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5826.6,  19.8,   0.00,   0.00,  -15.21,   0.71,  -0.11,  -0.00,  -0.00, 345.0, 356.7,  27.8,  28.7,  32.0,   4.3, 147.32, 146.68,    11.31,  131.75,   55.28,       ,       ,        ,        ,        ,  457.00,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5770.5,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  88.5,       
2024-08-10, 10:49:08,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5826.6,  19.8,   0.00,   0.00,  -15.98,   0.71,  -0.10,  -0.00,  -0.01, 345.0, 356.7,  27.8,  28.7,  31.8,   4.1, 147.33, 146.70,    11.25,  132.00,   55.37,       ,       ,        ,        ,        ,  457.50,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5770.6,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  88.5,       
2024-08-10, 10:49:09,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5826.8,  19.8,   0.00,   0.00,  -16.00,   0.71,  -0.09,   0.00,  -0.00, 345.0, 356.7,  27.8,  28.7,  31.7,   3.9, 147.36, 146.70,    11.36,  132.29,   55.27,       ,       ,        ,        ,        ,  457.88,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5770.7,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  88.5,       
2024-08-10, 10:49:10,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5826.8,  19.8,   0.00,   0.00,   -6.08,   0.73,  -0.09,   0.00,  -0.00, 345.0, 356.7,  27.8,  28.7,  31.6,   3.7, 147.38, 146.70,    11.33,  132.54,   55.32,       ,       ,        ,        ,        ,  458.25,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5770.8,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  87.0,       
2024-08-10, 10:49:11,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5826.8,  19.8,   0.00,   0.00,   -7.68,   0.73,  -0.09,  -0.00,  -0.00, 345.0, 356.7,  27.8,  28.7,  31.5,   3.6, 147.37, 146.71,    11.31,  132.79,   55.26,       ,       ,        ,        ,        ,  458.50,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5770.8,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  87.0,       
2024-08-10, 10:49:12,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5826.8,  19.8,   0.00,   0.00,   -7.65,   0.73,  -0.08,  -0.00,  -0.01, 345.1, 356.7,  27.8,  28.7,  31.4,   3.4, 147.38, 146.67,    11.44,  133.01,   55.29,       ,       ,        ,        ,        ,  458.38,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5770.7,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 121.800, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  87.0,       
2024-08-10, 10:49:13,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5827.3,  19.8,   0.00,   0.00,   -1.82,   0.73,  -0.07,   0.00,  -0.00, 345.1, 356.7,  27.8,  28.7,  31.3,   3.3, 147.41, 146.69,    11.41,  133.23,   55.23,       ,       ,        ,        ,        ,  458.25,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5771.2,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 120.300, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  87.0,       
2024-08-10, 10:49:14,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5827.3,  19.8,   0.00,   0.00,  -15.04,   0.73,  -0.05,   0.00,  -0.00, 345.1, 356.7,  27.8,  28.7,  31.2,   3.1, 147.40, 146.67,    11.37,  133.43,   55.29,       ,       ,        ,        ,        ,  457.88,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5771.2,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 120.300, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  87.0,       
2024-08-10, 10:49:15,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5827.2,  19.8,   0.00,   0.00,   -5.18,   0.74,  -0.04,   0.00,  -0.00, 345.1, 356.7,  27.8,  28.7,  31.1,   3.0, 147.40, 146.66,    11.35,  133.65,   55.30,       ,       ,        ,        ,        ,  457.00,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5771.1,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 120.300, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  87.0,       
2024-08-10, 10:49:16,  -05:00,  6385�,   41.3311487, -108.2598075,  5787.9, 30.27,  5827.2,  19.8,   0.00,   0.00,  -11.41,   0.73,  -0.04,   0.00,  -0.01, 345.1, 356.7,  27.8,  28.7,  31.1,   2.9, 147.40, 146.68,    11.35,  133.81,   55.29,       ,       ,        ,        ,        ,  456.62,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5771.1,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 120.300, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  87.0,       
2024-08-10, 10:49:17,  -05:00,  6385�,   41.3311487, -108.2598075,  5806.3, 30.29,  5827.2,  20.0,   0.00,   0.00,   -5.94,   0.74,  -0.04,   0.00,  -0.01, 345.1, 356.7,  27.8,  28.7,  31.0,   2.7, 147.41, 146.66,    11.42,  133.99,   55.30,       ,       ,        ,        ,        ,  456.25,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5771.1,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 120.300, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  87.0,       
2024-08-10, 10:49:18,  -05:00,  6385�,   41.3311487, -108.2598075,  5806.3, 30.29,  5826.0,  20.0,   0.00,   0.00,  -15.41,   0.73,  -0.04,   0.00,  -0.00, 345.1, 356.7,  27.8,  28.7,  30.9,   2.5, 147.42, 146.67,    11.46,  134.16,   55.28,       ,       ,        ,        ,        ,  456.00,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5770.0,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 120.300, 6887.837,       ,       ,       ,    2.5,       ,    7.5,      0,  NONE,   NONE,      ,      ,   7.9,     3D, 1852,      ,       ,  85.5,       
2024-08-10, 10:49:19,  -05:00,  6385�,   41.3311487, -108.2598075,  5806.3, 30.29,  5827.1,  20.0,   0.00,   0.00,  -15.98,   0.74,  -0.02,  -0.00,  -0.00, 345.1, 356.7,  27.8,  28.7,  30.8,   2.4, 147.43, 146.65,    11.43,  134.33,   55.33,       ,       ,        ,        ,        ,  455.62,    0.25,    0.53,         ,       ,       ,        ,        ,        ,  5771.0,   0,  GPS,  170.0, 110.10, 110.10, 128.600, 120.300, 6887.837,       ,       ,       ,    2.4,       ,    7.5,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,  85.5,       
