#airframe_info, log_version="1.03", log_content_version="1.02", Product="GIFD", airframe_name="Cirrus SF50", unit_software_part_number="006-B1177-7Q", unit_software_version="21.45", system_software_part_number="", system_id="000000000", mode=NORMAL, flightstream_header="000000000_0000", 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees,      ft,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,     Hg,    rpm,       %,  ft lbs,       %,   deg C,       %,       %,      gph,     Hg,    rpm,  ft lbs,       %,   deg C,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,    deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,  AltInd, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 %Pwr, E1 Torq,   E1 NG,  E1 ITT,   E1 N1,   E1 N2, E2 FFlow, E2 MAP, E2 RPM, E2 Torq,   E2 NG,  E2 ITT,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd,  WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2024-08-10, 11:05:46,  -05:00, MANSEQ,   41.4243418, -108.3449363,  9462.3, 30.29,  9726.9,  16.5, 160.55, 188.14, 1069.07,   3.65,  -1.15,  -0.00,   0.03, 270.6, 267.3,  27.8,  28.8,   4.6,  -1.0, 142.20, 143.39,    88.88,  187.95,   76.06,       ,       ,        ,        ,        ,  757.25,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9671.1, 190,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,   6.56,   13.0,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.9,   3.5, 1023.6, 3DDiff, 1852,      ,      9,  13.0,     16
2024-08-10, 11:05:47,  -05:00, MANSEQ,   41.4244142, -108.3460654,  9479.3, 30.29,  9744.0,  16.5, 161.13, 188.40,  991.84,   3.60,  -1.01,  -0.00,  -0.02, 270.6, 267.2,  27.8,  28.8,   4.6,  -1.0, 142.17, 143.42,    88.33,  187.96,   75.93,       ,       ,        ,        ,        ,  757.38,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9688.2, 191,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,   6.89,   11.6,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.9,   3.4, 1035.4, 3DDiff, 1852,      ,      9,  13.0,     16
2024-08-10, 11:05:48,  -05:00, MANSEQ,   41.4244829, -108.3471869,  9495.3, 30.29,  9761.0,  16.5, 160.90, 188.65,  971.35,   3.53,  -0.62,   0.00,  -0.02, 270.4, 267.1,  27.8,  28.8,   4.6,  -1.0, 142.19, 143.42,    88.34,  187.96,   75.95,       ,       ,        ,        ,        ,  757.38,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9705.2, 191,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,   7.21,   10.2,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.9,   3.4, 1035.4, 3DDiff, 1852,      ,      9,  13.0,     16
2024-08-10, 11:05:49,  -05:00, MANSEQ,   41.4245516, -108.3483161,  9512.3, 30.29,  9779.4,  16.2, 161.38, 188.90,  955.80,   3.52,  -0.91,  -0.01,  -0.03, 270.5, 267.1,  27.8,  28.8,   4.6,  -1.1, 142.19, 143.41,    89.15,  187.96,   75.97,       ,       ,        ,        ,        ,  757.50,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9723.6, 191,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,   7.53,    8.9,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.8,   3.3, 1039.4, 3DDiff, 1852,      ,      9,  13.0,     16
2024-08-10, 11:05:50,  -05:00, MANSEQ,   41.4246202, -108.3494529,  9529.3, 30.29,  9797.1,  16.2, 161.58, 189.16,  957.57,   3.38,  -0.78,  -0.01,  -0.02, 270.5, 267.0,  27.8,  28.8,   4.6,  -1.0, 142.18, 143.38,    88.36,  187.96,   75.81,       ,       ,        ,        ,        ,  757.50,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9741.3, 192,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,   7.84,    7.7,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.7,   3.3, 1043.3, 3DDiff, 1852,      ,      9,  12.5,     16
2024-08-10, 11:05:51,  -05:00, MANSEQ,   41.4246851, -108.3505744,  9545.3, 30.29,  9814.8,  16.2, 161.70, 189.47,  959.28,   3.43,  -0.69,  -0.01,   0.03, 270.5, 266.9,  27.8,  28.8,   4.6,  -1.0, 142.18, 143.36,    88.52,  187.97,   75.91,       ,       ,        ,        ,        ,  757.50,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9759.0, 192,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,   8.15,    6.6,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.7,   3.4, 1023.6, 3DDiff, 1852,      ,      9,  12.5,     16
2024-08-10, 11:05:52,  -05:00, MANSEQ,   41.4247499, -108.3517112,  9561.3, 30.29,  9832.4,  16.2, 161.82, 189.78,  936.34,   3.33,  -0.77,   0.00,  -0.01, 270.7, 266.8,  27.8,  28.8,   4.6,  -1.0, 142.13, 143.36,    88.36,  188.00,   76.02,       ,       ,        ,        ,        ,  757.62,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9776.6, 192,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,   8.46,    5.5,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.8,   3.4, 1051.2, 3DDiff, 1852,      ,      9,  13.0,     16
2024-08-10, 11:05:53,  -05:00, MANSEQ,   41.4248148, -108.3528479,  9579.3, 30.29,  9850.3,  16.2, 162.07, 190.05,  956.96,   3.45,  -0.37,  -0.01,   0.02, 270.6, 266.8,  27.8,  28.8,   4.6,  -1.0, 142.11, 143.34,    88.42,  187.99,   75.98,       ,       ,        ,        ,        ,  757.75,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9794.5, 192,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,   8.77,    4.5,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.9,   3.4, 1066.9, 3DDiff, 1852,      ,      9,  13.0,     16
2024-08-10, 11:05:54,  -05:00, MANSEQ,   41.4248796, -108.3539847,  9596.3, 30.29,  9868.9,  16.0, 161.92, 190.32,  970.59,   3.50,  -0.89,   0.01,  -0.00, 270.4, 266.7,  27.8,  28.8,   4.6,  -1.0, 142.09, 143.32,    88.45,  188.02,   75.84,       ,       ,        ,        ,        ,  758.00,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9813.1, 192,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,   9.08,    3.6,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.9,   3.4, 1102.4, 3DDiff, 1852,      ,      9,  13.0,     16
2024-08-10, 11:05:55,  -05:00, MANSEQ,   41.4249445, -108.3551291,  9614.3, 30.29,  9886.4,  16.0, 162.40, 190.57,  986.28,   3.49,  -0.65,   0.00,  -0.01, 270.2, 266.7,  27.8,  28.8,   4.5,  -1.0, 142.09, 143.28,    88.19,  188.07,   75.89,       ,       ,        ,        ,        ,  757.88,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9830.6, 193,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,   9.38,    2.8,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.8,   3.4, 1106.3, 3DDiff, 1852,      ,      9,  13.0,     16
2024-08-10, 11:05:56,  -05:00, MANSEQ,   41.4250093, -108.3562583,  9632.3, 30.29,  9904.1,  16.0, 163.13, 190.79,  998.15,   3.60,  -0.46,   0.00,   0.01, 270.1, 266.6,  27.8,  28.8,   4.6,  -1.0, 142.09, 143.17,    88.18,  188.02,   75.96,       ,       ,        ,        ,        ,  757.75,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9848.4, 194,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,   9.67,    2.0,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.6,   3.5, 1086.6, 3DDiff, 1852,      ,      9,  12.5,     16
2024-08-10, 11:05:57,  -05:00, MANSEQ,   41.4250742, -108.3574103,  9649.3, 30.29,  9921.5,  16.0, 163.20, 190.98,  996.03,   3.61,  -0.71,  -0.00,  -0.01, 270.2, 266.6,  27.8,  28.8,   4.6,  -1.0, 142.03, 143.14,    88.11,  187.99,   75.94,       ,       ,        ,        ,        ,  757.88,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9865.7, 194,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,   9.94,    1.2,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.4,   3.6, 1078.7, 3DDiff, 1852,      ,      9,  12.5,     16
2024-08-10, 11:05:58,  -05:00, MANSEQ,   41.4251390, -108.3585471,  9664.3, 30.29,  9939.4,  16.0, 162.62, 191.16,  998.54,   3.71,  -0.35,  -0.00,   0.01, 270.2, 266.6,  27.8,  28.8,   4.5,  -1.1, 142.02, 143.10,    88.57,  188.02,   76.03,       ,       ,        ,        ,        ,  757.62,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9883.6, 193,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  10.21,    0.6,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.3,   3.7, 1078.7, 3DDiff, 1852,      ,      9,  13.0,     16
2024-08-10, 11:05:59,  -05:00, MANSEQ,   41.4252001, -108.3596915,  9682.3, 30.29,  9957.7,  15.8, 162.99, 191.31,  994.82,   3.67,  -0.56,   0.00,  -0.02, 270.2, 266.5,  27.8,  28.8,   4.5,  -1.1, 142.01, 143.08,    88.18,  188.01,   75.90,       ,       ,        ,        ,        ,  757.75,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9901.9, 194,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  10.46,   -0.1,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.2,   3.7, 1110.2, 3DDiff, 1852,      ,      9,  12.5,     16
2024-08-10, 11:06:00,  -05:00, MANSEQ,   41.4252611, -108.3608435,  9700.3, 30.29,  9976.2,  15.8, 163.04, 191.49, 1013.13,   3.67,  -0.32,   0.00,  -0.01, 270.2, 266.5,  27.8,  28.8,   4.5,  -1.1, 142.04, 143.03,    88.30,  187.99,   76.01,       ,       ,        ,        ,        ,  757.75,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9920.5, 194,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  10.69,   -0.6,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.3,   3.6, 1118.1, 3DDiff, 1852,      ,      9,  13.0,     16
2024-08-10, 11:06:01,  -05:00, MANSEQ,   41.4253221, -108.3619803,  9717.3, 30.29,  9996.1,  15.8, 163.01, 191.64, 1023.47,   3.64,  -0.10,   0.00,  -0.01, 270.1, 266.5,  27.8,  28.8,   4.5,  -1.1, 142.04, 142.98,    88.33,  188.04,   75.96,       ,       ,        ,        ,        ,  757.88,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9940.3, 194,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  10.92,   -1.2,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.3,   3.6, 1126.0, 3DDiff, 1852,      ,      9,  12.5,     16
2024-08-10, 11:06:02,  -05:00, MANSEQ,   41.4253832, -108.3631324,  9735.3, 30.29, 10015.1,  15.8, 163.12, 191.80, 1037.10,   3.63,  -0.09,  -0.00,  -0.02, 270.1, 266.5,  27.8,  28.8,   4.5,  -1.1, 142.03, 142.96,    88.78,  188.08,   75.85,       ,       ,        ,        ,        ,  758.00,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9959.3, 194,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  11.13,   -1.6,    5.0,       ,    7.5,      1,   HDG, FLCIAS,  -0.2,   3.6, 1122.0, 3DDiff, 1852,      ,      9,  12.5,     16
2024-08-10, 11:06:03,  -05:00, MANSEQ,   41.4254404, -108.3642844,  9752.3, 30.29, 10033.6,  15.8, 163.15, 191.97, 1039.21,   3.64,  -0.33,  -0.00,  -0.03, 270.2, 266.4,  27.8,  28.8,   4.5,  -1.2, 142.01, 142.92,    87.96,  188.09,   75.87,       ,       ,        ,        ,        ,  758.00,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9977.8, 194,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  11.33,   -2.1,    5.0,       ,    7.6,      1,   HDG, FLCIAS,  -0.2,   3.6, 1094.5, 3DDiff, 1852,      ,      8,  12.5,     16
2024-08-10, 11:06:04,  -05:00, MANSEQ,   41.4255014, -108.3654288,  9770.3, 30.29, 10051.1,  15.8, 163.08, 192.17, 1039.97,   3.56,  -0.27,   0.00,  -0.02, 270.2, 266.3,  27.8,  28.8,   4.5,  -1.1, 142.00, 142.89,    87.97,  188.08,   75.79,       ,       ,        ,        ,        ,  758.00,    0.93,    0.94,         ,       ,       ,        ,        ,        ,  9995.4, 194,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  11.51,   -2.5,    5.0,       ,    7.6,      1,   HDG, FLCIAS,  -0.2,   3.6, 1055.1, 3DDiff, 1852,      ,      9,  12.5,     16
2024-08-10, 11:06:05,  -05:00, MANSEQ,   41.4255663, -108.3665808,  9785.3, 30.29, 10068.0,  15.8, 162.97, 192.36, 1014.77,   3.44,  -0.21,  -0.00,  -0.02, 270.2, 266.3,  27.8,  28.8,   4.6,  -1.1, 142.03, 142.86,    87.59,  188.09,   75.89,       ,       ,        ,        ,        ,  758.00,    0.93,    0.94,         ,       ,       ,        ,        ,        , 10012.2, 194,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  11.69,   -2.8,    5.0,       ,    7.6,      1,   HDG, FLCIAS,  -0.3,   3.5, 1015.7, 3DDiff, 1852,      ,      9,  12.5,     16
2024-08-10, 11:06:06,  -05:00, MANSEQ,   41.4256235, -108.3677329,  9801.3, 30.29, 10084.5,  15.8, 162.92, 192.60,  983.31,   3.42,  -0.21,   0.00,  -0.01, 270.3, 266.3,  27.8,  28.8,   4.5,  -1.1, 142.04, 142.86,    88.21,  188.09,   75.82,       ,       ,        ,        ,        ,  757.88,    0.93,    0.94,         ,       ,       ,        ,        ,        , 10028.7, 194,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  11.85,   -3.0,    5.0,       ,    7.6,      1,   HDG, FLCIAS,  -0.3,   3.4, 984.3, 3DDiff, 1852,      ,      9,  13.0,     16
2024-08-10, 11:06:07,  -05:00, MANSEQ,   41.4256845, -108.3688849,  9816.3, 30.29, 10099.7,  15.5, 162.96, 192.83,  939.85,   3.32,  -0.21,   0.00,  -0.02, 270.3, 266.3,  27.8,  28.8,   4.5,  -1.1, 142.03, 142.83,    87.54,  188.08,   75.85,       ,       ,        ,        ,        ,  758.00,    0.93,    0.94,         ,       ,       ,        ,        ,        , 10043.9, 194,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  12.01,   -3.2,    5.0,       ,    7.6,      1,   HDG, FLCIAS,  -0.4,   3.4, 968.5, 3DDiff, 1852,      ,      9,  13.0,     16
2024-08-10, 11:06:08,  -05:00, MANSEQ,   41.4257456, -108.3700370,  9832.3, 30.29, 10115.0,  15.5, 163.43, 193.12,  917.07,   3.28,  -0.46,   0.00,  -0.02, 270.2, 266.3,  27.8,  28.8,   4.5,  -1.1, 142.03, 142.86,    87.51,  188.06,   75.94,       ,       ,        ,        ,        ,  758.00,    0.93,    0.94,         ,       ,       ,        ,        ,        , 10059.2, 195,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  12.16,   -3.4,    5.0,       ,    7.6,      1,   HDG, FLCIAS,  -0.4,   3.3, 944.9, 3DDiff, 1852,      ,      9,  12.5,     16
2024-08-10, 11:06:09,  -05:00, MANSEQ,   41.4258066, -108.3711966,  9846.3, 30.29, 10130.1,  15.5, 163.46, 193.37,  888.70,   3.35,  -0.32,  -0.00,   0.01, 270.1, 266.3,  27.8,  28.8,   4.6,  -1.1, 142.07, 142.84,    87.79,  188.06,   75.95,       ,       ,        ,        ,        ,  758.12,    0.93,    0.94,         ,       ,       ,        ,        ,        , 10074.4, 195,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  12.30,   -3.5,    5.0,       ,    7.6,      1,   HDG, FLCIAS,  -0.4,   3.3, 929.1, 3DDiff, 1852,      ,      8,  12.5,     16
2024-08-10, 11:06:10,  -05:00, MANSEQ,   41.4258676, -108.3723487,  9861.3, 30.29, 10146.1,  15.5, 163.71, 193.63,  862.22,   3.33,  -0.44,   0.00,   0.00, 270.2, 266.2,  27.8,  28.8,   4.5,  -1.1, 142.04, 142.82,    87.93,  188.11,   75.88,       ,       ,        ,        ,        ,  758.38,    0.93,    0.94,         ,       ,       ,        ,        ,        , 10090.4, 195,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  12.43,   -3.6,    5.0,       ,    7.6,      1,   HDG, FLCIAS,  -0.3,   3.3, 960.6, 3DDiff, 1852,      ,      9,  12.5,     16
2024-08-10, 11:06:11,  -05:00, MANSEQ,   41.4259287, -108.3735160,  9877.3, 30.29, 10161.8,  15.5, 163.90, 193.86,  864.42,   3.47,  -0.33,  -0.00,   0.01, 270.1, 266.2,  27.8,  28.8,   4.5,  -1.1, 142.04, 142.80,    88.10,  188.14,   76.05,       ,       ,        ,        ,        ,  758.38,    0.93,    0.94,         ,       ,       ,        ,        ,        , 10106.1, 195,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  12.55,   -3.6,    5.0,       ,    7.6,      1,   HDG, FLCIAS,  -0.3,   3.4, 976.4, 3DDiff, 1852,      ,      9,  12.5,     16
2024-08-10, 11:06:12,  -05:00, MANSEQ,   41.4259897, -108.3746833,  9892.3, 30.29, 10178.3,  15.5, 164.10, 194.05,  877.07,   3.48,  -0.34,   0.00,   0.02, 270.2, 266.2,  27.8,  28.8,   4.6,  -1.1, 142.04, 142.77,    88.00,  188.14,   75.87,       ,       ,        ,        ,        ,  758.50,    0.93,    0.94,         ,       ,       ,        ,        ,        , 10122.5, 196,  GPS,  350.0, 110.10, 110.10, 126.100, 121.800, 6887.837,       ,  12.66,   -3.6,    5.0,       ,    7.6,      1,   HDG, FLCIAS,  -0.2,   3.5, 992.1, 3DDiff, 1852,      ,      9,  13.0,     16
