Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),FLAPS POSITION (Sensor V),GP Input 3,FUEL PRESSURE (PSI),PHEAT CONTACT (V),GP Input 6,GP Input 7,GP Input 8,LEFT LEVEL (gal),RIGHT LEVEL (gal),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,
9.81,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64912,148,0.0,0.0,+11.6,,,,,17:04:12,+10.6,-0.6,194.3,0.0,+75,+0.0,-0.01,+1.0,99,-39,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,60,+15,854,854,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.7,22.4,18.1,,,,,+35,+491,+39,+506,+33,+479,+34,+506,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.7,+15.5,,,,,
10.06,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,148,0.0,0.0,+11.6,,,,,17:04:12,+10.7,-0.7,194.3,0.0,+74,+0.0,-0.01,+1.0,99,-46,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,60,+15,850,850,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.7,22.4,18.1,,,,,+35,+492,+39,+506,+33,+480,+34,+507,,,-100,+4.998,,+29.4,+4.998,,,,+15.7,+13.9,+59.7,+15.5,,,,,
10.31,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,151,0.0,0.0,+11.6,,,,,17:04:12,+10.7,-0.7,194.3,0.0,+74,+0.0,-0.01,+1.0,99,-30,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,59,+16,845,845,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.6,22.4,18.1,,,,,+35,+493,+39,+507,+33,+480,+34,+508,,,-100,+4.998,,+29.4,+4.998,,,,+15.7,+13.9,+59.4,+15.5,,,,,
10.56,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,151,0.0,0.0,+11.6,,,,,17:04:12,+10.6,-0.7,194.3,0.0,+74,+0.0,-0.01,+1.0,99,-26,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,59,+16,855,855,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.6,22.4,18.1,,,,,+35,+492,+39,+507,+33,+480,+34,+508,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.4,+15.5,,,,,
10.81,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,151,0.0,0.0,+11.6,,,,,17:04:13,+10.6,-0.7,194.3,0.0,+74,+0.0,-0.02,+1.0,99,-15,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,60,+16,854,854,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.6,22.4,18.1,,,,,+35,+492,+40,+507,+33,+481,+35,+508,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.7,+15.5,,,,,
11.06,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,150,0.1,0.0,+11.6,,,,,17:04:13,+10.7,-0.7,194.3,0.0,+74,+0.0,-0.02,+1.0,99,-30,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,60,+16,857,857,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.5,22.4,18.1,,,,,+35,+493,+40,+508,+33,+482,+35,+508,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.6,+15.5,,,,,
11.31,1,4,UNKNOWN_DATE_TIME,+40.52900,-78.64910,147,0.1,0.0,+11.6,,,,,17:04:13,+10.7,-0.7,194.3,0.0,+74,+0.0,-0.01,+0.9,99,-15,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,60,+16,853,853,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.5,22.4,18.1,,,,,+35,+494,+40,+508,+33,+482,+35,+508,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.6,+15.5,,,,,
11.56,1,4,UNKNOWN_DATE_TIME,+40.52900,-78.64910,147,0.1,0.0,+11.6,,,,,17:04:13,+10.6,-0.7,194.3,0.0,+74,+0.0,-0.01,+0.9,99,-5,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,60,+16,854,854,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.5,22.4,18.1,,,,,+36,+494,+40,+509,+34,+483,+35,+508,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.6,+15.5,,,,,
11.81,1,4,UNKNOWN_DATE_TIME,+40.52900,-78.64910,148,0.1,0.0,+11.6,,,,,17:04:14,+10.6,-0.7,194.3,0.0,+74,+0.0,-0.01,+0.9,99,+12,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,60,+16,852,852,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.5,22.4,18.1,,,,,+36,+495,+40,+509,+34,+484,+35,+509,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.5,+15.5,,,,,
12.06,1,4,UNKNOWN_DATE_TIME,+40.52900,-78.64910,148,0.1,0.0,+11.6,,,,,17:04:14,+10.6,-0.7,194.3,0.0,+74,+0.0,-0.01,+1.0,99,-5,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,60,+16,855,855,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.4,22.4,18.1,,,,,+36,+495,+40,+510,+34,+485,+35,+509,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.6,+15.6,,,,,
12.31,1,4,UNKNOWN_DATE_TIME,+40.52900,-78.64910,148,0.0,0.0,+11.6,,,,,17:04:14,+10.6,-0.7,194.3,0.0,+74,+0.0,-0.01,+1.0,99,+17,+21,0.0,30.22,+784,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,60,+16,861,861,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.4,22.4,18.1,,,,,+36,+495,+40,+510,+34,+485,+35,+510,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.7,+15.6,,,,,
12.56,1,4,UNKNOWN_DATE_TIME,+40.52900,-78.64910,148,0.0,0.0,+11.6,,,,,17:04:14,+10.7,-0.7,194.4,0.0,+74,+0.0,-0.01,+1.0,99,+18,+21,0.0,30.22,+784,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,60,+16,859,859,12.7,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.4,22.4,18.1,,,,,+36,+495,+40,+511,+34,+486,+35,+510,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.8,+15.6,,,,,
12.81,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,148,0.0,0.0,+11.6,,,,,17:04:15,+10.7,-0.7,194.4,0.0,+74,+0.0,-0.01,+1.0,99,-3,+21,0.0,30.22,+784,,,208,,,,,0,0,,,+0,,,,+0,,,-1,,,,,,,,,60,+16,849,849,12.7,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.3,22.4,18.1,,,,,+36,+495,+40,+511,+34,+487,+35,+511,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.6,+15.6,,,,,
13.06,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,149,0.0,0.0,+11.6,,,,,17:04:15,+10.7,-0.7,194.4,0.0,+74,+0.0,-0.01,+0.9,99,+14,+21,0.0,30.22,+784,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,59,+16,847,847,12.7,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.2,22.4,18.1,,,,,+36,+496,+41,+511,+34,+487,+36,+512,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.4,+15.6,,,,,
13.31,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,151,0.0,0.0,+11.6,,,,,17:04:15,+10.7,-0.7,194.4,0.0,+74,+0.0,-0.01,+1.0,99,-8,+21,0.0,30.22,+784,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,59,+16,855,855,12.7,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+14.0,22.4,18.1,,,,,+36,+496,+41,+512,+34,+488,+36,+512,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.4,+15.6,,,,,
13.56,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,152,0.0,0.0,+11.6,,,,,17:04:15,+10.7,-0.7,194.4,0.0,+74,+0.0,-0.01,+0.9,99,-6,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,60,+16,860,860,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+13.8,22.4,18.1,,,,,+36,+496,+41,+512,+34,+488,+36,+513,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.6,+15.6,,,,,
13.81,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,153,0.0,0.0,+11.6,,,,,17:04:16,+10.7,-0.7,194.4,0.0,+74,+0.0,-0.01,+1.0,99,-5,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,60,+16,859,859,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+13.7,22.4,18.1,,,,,+37,+497,+41,+512,+35,+488,+36,+513,,,-100,+4.998,,+29.4,+4.998,,,,+15.7,+13.9,+59.7,+15.6,,,,,
14.06,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,153,0.0,0.0,+11.6,,,,,17:04:16,+10.7,-0.7,194.4,0.0,+74,+0.1,-0.01,+1.0,99,-25,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+2,,,-1,,,,,,,,,60,+16,858,858,12.8,2.4,2.4,29.5,15.7,13.9,31.2,14.5,,+13.6,22.4,18.1,,,,,+37,+497,+41,+512,+35,+489,+36,+514,,,-100,+4.996,,+29.5,+4.998,,,,+15.7,+13.9,+59.7,+15.6,,,,,
14.31,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,152,0.0,0.0,+11.6,,,,,17:04:16,+10.7,-0.7,194.4,0.0,+74,+0.0,-0.01,+1.0,99,-36,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,60,+16,856,856,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+13.4,22.4,18.1,,,,,+37,+498,+41,+512,+35,+489,+36,+514,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.7,+15.6,,,,,
14.56,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,151,0.0,0.0,+11.6,,,,,17:04:16,+10.7,-0.7,194.4,0.0,+74,+0.0,-0.01,+1.0,99,-35,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,60,+16,852,852,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+13.3,22.4,18.1,,,,,+37,+499,+42,+513,+35,+490,+36,+515,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.5,+15.6,,,,,
14.81,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,152,0.0,0.0,+11.6,,,,,17:04:17,+10.7,-0.7,194.4,0.0,+74,+0.0,-0.01,+1.0,99,-33,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,59,+16,855,855,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+13.2,22.4,18.1,,,,,+37,+499,+42,+513,+35,+491,+36,+515,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.5,+15.6,,,,,
15.06,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,152,0.0,0.0,+11.6,,,,,17:04:17,+10.7,-0.7,194.4,0.0,+74,+0.0,-0.01,+1.0,99,-32,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,60,+16,858,858,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+13.1,22.4,18.1,,,,,+37,+500,+42,+514,+35,+491,+36,+515,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.6,+15.6,,,,,
15.31,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,153,0.1,0.0,+11.6,,,,,17:04:17,+10.7,-0.6,194.4,0.0,+74,+0.0,-0.01,+0.9,99,-22,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,60,+16,857,857,12.8,2.4,2.4,29.5,15.7,13.9,31.2,14.5,,+13.0,22.4,18.1,,,,,+37,+500,+42,+514,+35,+491,+36,+515,,,-100,+4.996,,+29.5,+4.998,,,,+15.7,+13.9,+59.7,+15.6,,,,,
15.56,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,153,0.1,0.0,+11.6,,,,,17:04:17,+10.7,-0.6,194.4,0.0,+74,+0.0,-0.01,+1.0,99,-32,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,60,+16,856,856,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+13.0,22.4,18.1,,,,,+38,+501,+42,+515,+35,+492,+37,+516,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.6,+15.6,,,,,
15.81,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,154,0.1,0.0,+11.6,,,,,17:04:18,+10.7,-0.6,194.3,0.0,+73,+0.0,-0.01,+1.0,99,-24,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,60,+16,854,854,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.9,22.4,18.1,,,,,+38,+501,+42,+516,+35,+493,+37,+516,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.6,+15.6,,,,,
16.06,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,154,0.0,0.0,+11.6,,,,,17:04:18,+10.7,-0.6,194.3,0.0,+73,+0.0,-0.02,+1.0,99,-12,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,59,+16,847,847,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.8,22.4,18.1,,,,,+38,+501,+42,+516,+36,+493,+37,+516,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.4,+15.6,,,,,
16.31,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64910,155,0.0,0.0,+11.6,,,,,17:04:18,+10.7,-0.6,194.3,0.0,+73,+0.0,-0.02,+1.0,99,-27,+21,0.0,30.22,+785,,,208,,,,,0,0,,,+0,,,,+2,,,-1,,,,,,,,,59,+16,845,845,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.7,22.4,18.1,,,,,+38,+502,+43,+517,+36,+493,+37,+517,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.3,+15.6,,,,,
16.56,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,157,0.0,0.0,+11.6,,,,,17:04:18,+10.7,-0.6,194.3,0.0,+73,+0.0,-0.01,+1.0,99,-22,+21,0.0,30.22,+794,,,208,,,,,0,0,,,+0,,,,+1,,,-1,,,,,,,,,59,+16,850,850,12.9,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.7,22.4,18.1,,,,,+38,+502,+43,+517,+36,+493,+37,+518,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.3,+15.6,,,,,
16.81,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,157,0.1,0.0,+11.6,,,,,17:04:19,+10.7,-0.6,194.3,0.0,+73,+0.0,-0.01,+1.0,99,-13,+21,0.0,30.22,+793,,,208,,,,,0,0,,,+0,,,,+2,,,-1,,,,,,,,,59,+16,855,855,12.9,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.6,22.4,18.1,,,,,+38,+502,+43,+517,+36,+493,+37,+519,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.4,+15.7,,,,,
17.06,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,156,0.0,0.0,+11.6,,,,,17:04:19,+10.7,-0.6,194.3,0.0,+73,+0.0,-0.01,+1.0,99,-27,+21,0.0,30.22,+793,,,208,,,,,0,0,,,+0,,,,+2,,,-1,,,,,,,,,60,+16,861,861,12.9,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.5,22.4,18.1,,,,,+38,+502,+43,+518,+36,+493,+37,+520,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.5,+15.7,,,,,
17.31,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,154,0.1,0.0,+11.6,,,,,17:04:19,+10.7,-0.7,194.3,0.0,+72,+0.0,-0.02,+1.0,99,-55,+21,0.0,30.22,+792,,,208,,,,,0,0,,,+0,,,,+2,,,-1,,,,,,,,,60,+16,861,861,12.9,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.5,22.4,18.1,,,,,+38,+502,+43,+518,+36,+493,+37,+520,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.7,+15.7,,,,,
17.56,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,153,0.1,0.0,+11.6,,,,,17:04:19,+10.7,-0.7,194.3,0.0,+71,+0.0,-0.01,+0.9,99,-45,+21,0.0,30.22,+792,,,208,,,,,0,0,,,+0,,,,+2,,,-1,,,,,,,,,60,+16,861,861,12.8,2.4,2.4,29.5,15.7,13.9,31.2,14.5,,+12.4,22.4,18.1,,,,,+39,+502,+43,+519,+36,+494,+38,+520,,,-100,+4.996,,+29.5,+4.998,,,,+15.7,+13.9,+59.7,+15.7,,,,,
17.81,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,153,0.1,0.0,+11.6,,,,,17:04:20,+10.7,-0.6,194.3,0.0,+71,+0.0,-0.01,+1.0,99,-29,+21,0.0,30.22,+791,,,208,,,,,0,0,,,+0,,,,+2,,,-1,,,,,,,,,60,+16,864,864,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.4,22.4,18.1,,,,,+39,+502,+43,+519,+36,+494,+38,+520,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.7,+15.7,,,,,
18.06,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,154,0.1,0.0,+11.6,,,,,17:04:20,+10.7,-0.6,194.3,0.0,+71,+0.0,-0.01,+1.0,99,-51,+21,0.0,30.22,+791,,,208,,,,,0,0,,,+0,,,,+2,,,-1,,,,,,,,,60,+16,861,861,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.3,22.4,18.1,,,,,+39,+502,+43,+519,+36,+495,+38,+520,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.7,+15.7,,,,,
18.31,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,156,0.0,0.0,+11.6,,,,,17:04:20,+10.7,-0.6,194.3,0.0,+71,+0.0,-0.01,+1.0,99,-54,+21,0.0,30.22,+791,,,208,,,,,0,0,,,+0,,,,+2,,,-2,,,,,,,,,60,+16,857,857,12.8,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.3,22.4,18.1,,,,,+39,+502,+44,+519,+36,+495,+38,+521,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.6,+15.7,,,,,
18.56,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,158,0.0,0.0,+11.6,,,,,17:04:20,+10.7,-0.6,194.3,0.0,+71,+0.0,-0.01,+1.0,99,-49,+21,0.0,30.22,+791,,,208,,,,,0,0,,,+0,,,,+2,,,-2,,,,,,,,,59,+16,850,850,12.7,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.2,22.4,18.1,,,,,+39,+502,+44,+520,+36,+496,+38,+521,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.5,+15.7,,,,,
18.81,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,160,0.0,0.0,+11.6,,,,,17:04:21,+10.7,-0.7,194.3,0.0,+71,+0.0,-0.01,+0.9,99,-36,+21,0.0,30.22,+790,,,208,,,,,0,0,,,+0,,,,+2,,,-2,,,,,,,,,59,+16,848,848,12.7,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.2,22.4,18.1,,,,,+39,+502,+44,+521,+37,+497,+38,+521,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.3,+15.7,,,,,
19.06,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,162,0.0,0.0,+11.6,,,,,17:04:21,+10.7,-0.7,194.3,0.0,+71,+0.0,-0.02,+1.0,99,-52,+21,0.0,30.22,+790,,,208,,,,,0,0,,,+0,,,,+2,,,-2,,,,,,,,,59,+16,850,850,12.7,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.2,22.4,18.1,,,,,+39,+502,+44,+521,+37,+498,+39,+522,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.3,+15.7,,,,,
19.31,1,4,UNKNOWN_DATE_TIME,+40.52900,-78.64911,162,0.0,0.0,+11.6,,,,,17:04:21,+10.7,-0.7,194.3,0.0,+71,+0.0,-0.01,+0.9,99,-40,+21,0.0,30.22,+790,,,208,,,,,0,0,,,+0,,,,+2,,,-2,,,,,,,,,59,+16,850,850,12.7,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.1,22.4,18.1,,,,,+39,+503,+44,+520,+37,+498,+38,+523,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.3,+15.7,,,,,
19.56,1,4,UNKNOWN_DATE_TIME,+40.52900,-78.64911,162,0.0,0.0,+11.6,,,,,17:04:21,+10.7,-0.7,194.3,0.0,+71,+0.0,-0.01,+1.0,99,-45,+21,0.0,30.22,+790,,,208,,,,,0,0,,,+0,,,,+2,,,-2,,,,,,,,,59,+16,852,852,12.9,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.1,22.4,18.1,,,,,+40,+503,+44,+521,+37,+499,+39,+523,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.3,+15.7,,,,,
19.81,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,163,0.0,0.0,+11.6,,,,,17:04:22,+10.7,-0.7,194.3,0.0,+71,+0.0,-0.01,+1.0,99,-28,+21,0.0,30.22,+790,,,208,,,,,0,0,,,+0,,,,+2,,,-2,,,,,,,,,59,+16,859,859,12.9,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.1,22.4,18.1,,,,,+40,+503,+45,+521,+37,+499,+39,+524,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.4,+15.7,,,,,
20.06,1,4,UNKNOWN_DATE_TIME,+40.52900,-78.64911,163,0.0,0.0,+11.6,,,,,17:04:22,+10.7,-0.7,194.3,0.0,+71,+0.0,-0.01,+1.0,99,-42,+21,0.0,30.22,+790,,,208,,,,,0,0,,,+0,,,,+2,,,-2,,,,,,,,,60,+16,860,860,12.9,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.0,22.4,18.1,,,,,+40,+503,+44,+522,+37,+499,+39,+524,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.5,+15.7,,,,,
20.31,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,164,0.0,0.0,+11.6,,,,,17:04:22,+10.7,-0.6,194.3,0.0,+70,+0.0,-0.01,+1.0,99,-54,+21,0.0,30.22,+790,,,208,,,,,0,0,,,+0,,,,+2,,,-2,,,,,,,,,60,+16,864,864,12.9,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.0,22.4,18.1,,,,,+40,+504,+44,+522,+37,+499,+39,+523,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.7,+15.7,,,,,
20.56,1,4,UNKNOWN_DATE_TIME,+40.52899,-78.64911,164,0.0,0.0,+11.6,,,,,17:04:22,+10.7,-0.6,194.3,0.0,+70,+0.0,-0.01,+0.9,99,-55,+21,0.0,30.22,+790,,,208,,,,,0,0,,,+0,,,,+2,,,-2,,,,,,,,,60,+16,859,859,12.7,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+12.0,22.4,18.1,,,,,+40,+505,+45,+522,+38,+499,+39,+524,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.7,+15.7,,,,,
20.81,1,4,UNKNOWN_DATE_TIME,+40.52900,-78.64911,162,0.0,0.0,+11.6,,,,,17:04:23,+10.7,-0.6,194.3,0.0,+70,+0.0,-0.01,+0.9,99,-45,+21,0.0,30.22,+790,,,208,,,,,0,0,,,+0,,,,+2,,,-2,,,,,,,,,60,+16,856,856,12.7,2.4,2.4,29.4,15.7,13.9,31.2,14.5,,+11.9,22.4,18.1,,,,,+40,+505,+45,+522,+38,+499,+39,+524,,,-100,+4.996,,+29.4,+4.998,,,,+15.7,+13.9,+59.5,+15.7,,,,,
