Avidyne Engine Data Log
9/11/05 23:35:09
"TIME","LAT","LON","E1","E2","E3","E4","E5","E6","C1","C2","C3","C4","C5","C6","OILT","OILP","RPM","OAT","MAP","FF","USED","AMP1","AMP2","AMPB","MBUS","EBUS"
00:10:18,37.3222,-122.7683, 1363,1360,1353,1389,1363,1410, 308,344,318,303,303,308, 170,46,2510,11, 21.7,17.2,9.5, 13,0,-99,28.2,28.7
00:10:24,37.3253,-122.7724, 1361,1359,1353,1387,1361,1410, 306,343,320,305,303,307, 170,46,2510,11, 21.7,17.2,9.5, 13,0,-99,28.2,28.6
00:10:30,37.3282,-122.7765, 1361,1360,1353,1387,1362,1410, 307,342,317,303,304,309, 170,46,2510,11, 21.7,17.2,9.6, 13,0,-99,28.2,28.7
00:10:36,37.3311,-122.7806, 1361,1361,1354,1386,1362,1410, 307,341,318,304,304,308, 170,46,2510,11, 21.7,17.2,9.6, 13,0,-99,28.2,28.7
00:10:42,37.3339,-122.7847, 1359,1362,1353,1387,1361,1412, 308,342,318,303,304,308, 170,46,2510,11, 21.7,17.2,9.6, 13,0,-99,28.2,28.6
00:10:54,37.3368,-122.7889, 1360,1362,1354,1387,1361,1410, 308,342,318,303,303,308, 171,46,2510,11, 21.7,17.2,9.6, 13,0,-99,28.2,28.6
00:11:00,37.3402,-122.7937, 1361,1361,1354,1387,1361,1410, 308,342,318,305,304,306, 171,46,2510,11, 21.7,17.2,9.7, 13,0,-99,28.2,28.7
00:11:06,37.3431,-122.7978, 1362,1362,1353,1387,1361,1412, 307,343,320,305,304,309, 170,46,2510,11, 21.7,17.2,9.7, 13,0,-99,28.2,28.7
00:11:12,37.3462,-122.8019, 1361,1362,1353,1387,1361,1412, 308,343,320,303,304,309, 170,46,2510,11, 21.7,17.2,9.7, 13,0,-99,28.2,28.7
00:11:18,37.3491,-122.8060, 1361,1362,1354,1387,1361,1410, 308,343,319,304,305,308, 170,46,2510,11, 21.7,17.2,9.8, 13,0,-99,28.2,28.7
00:11:24,37.3522,-122.8100, 1361,1361,1354,1389,1363,1412, 308,343,318,303,304,308, 170,46,2510,11, 21.7,17.2,9.8, 13,0,-99,28.2,28.6
00:11:30,37.3552,-122.8141, 1362,1361,1354,1387,1361,1410, 308,342,319,305,304,308, 170,46,2510,11, 21.7,17.2,9.8, 13,0,-99,28.3,28.7
00:11:36,37.3581,-122.8182, 1361,1362,1354,1387,1363,1413, 308,344,321,305,304,308, 170,46,2510,11, 21.7,17.1,9.8, 13,0,-99,28.2,28.7
00:11:42,37.3615,-122.8230, 1362,1361,1354,1387,1363,1413, 308,344,320,305,304,308, 170,46,2510,10, 21.7,17.1,9.9, 13,0,-99,28.2,28.6
00:11:48,37.3643,-122.8271, 1361,1362,1353,1387,1362,1412, 309,343,320,306,305,308, 170,46,2510,10, 21.7,17.1,9.9, 13,0,-99,28.2,28.6
00:11:54,37.3677,-122.8318, 1362,1361,1354,1389,1361,1410, 309,343,320,307,303,308, 170,46,2510,10, 21.7,17.2,9.9, 13,0,-99,28.2,28.7
00:12:00,37.3706,-122.8359, 1363,1360,1354,1389,1362,1410, 309,344,320,306,304,308, 170,46,2510,10, 21.7,17.2,10.0, 13,0,-99,28.3,28.6
00:12:06,37.3730,-122.8393, 1363,1362,1355,1387,1362,1410, 308,343,319,306,305,309, 170,46,2510,10, 21.7,17.1,10.0, 13,0,-99,28.3,28.6
00:12:12,37.3766,-122.8441, 1361,1361,1355,1387,1362,1412, 308,343,319,305,305,308, 170,46,2510,10, 21.7,17.2,10.0, 13,0,-99,28.3,28.7
00:12:18,37.3795,-122.8483, 1364,1364,1354,1387,1364,1413, 308,343,320,306,305,308, 170,46,2510,10, 21.8,17.2,10.1, 13,0,-99,28.3,28.7
00:12:24,37.3823,-122.8524, 1362,1363,1354,1387,1363,1413, 308,343,319,306,304,308, 170,46,2510,10, 21.7,17.2,10.1, 13,0,-99,28.3,28.7
00:12:30,37.3857,-122.8572, 1361,1361,1355,1387,1364,1413, 309,343,319,306,305,309, 170,46,2510,10, 21.7,17.2,10.1, 13,0,-99,28.2,28.7
00:12:36,37.3886,-122.8615, 1361,1363,1355,1387,1361,1410, 309,343,320,304,304,309, 170,46,2510,10, 21.7,17.2,10.1, 13,0,-99,28.2,28.7
00:12:42,37.3915,-122.8654, 1362,1362,1354,1387,1362,1412, 308,344,320,305,302,307, 170,46,2510,10, 21.7,17.1,10.2, 13,0,-99,28.3,28.6
00:12:48,37.3945,-122.8695, 1363,1362,1355,1390,1364,1413, 306,341,318,304,302,306, 170,46,2510,10, 21.7,17.2,10.2, 13,0,-99,28.2,28.7
00:12:54,37.3976,-122.8737, 1364,1362,1356,1390,1361,1412, 308,344,319,305,303,309, 170,46,2510,10, 21.7,17.2,10.2, 13,0,-99,28.2,28.6
00:13:00,37.4010,-122.8786, 1362,1363,1354,1387,1361,1411, 308,342,319,305,305,308, 170,46,2510,10, 21.7,17.2,10.3, 13,0,-99,28.2,28.6
00:13:06,37.4039,-122.8828, 1362,1364,1355,1387,1363,1413, 308,344,319,305,305,309, 170,46,2510,10, 21.8,17.2,10.3, 13,0,-99,28.2,28.7
00:13:12,37.4068,-122.8870, 1364,1363,1355,1386,1362,1413, 306,344,319,305,303,308, 169,46,2510,10, 21.8,17.2,10.3, 13,0,-99,28.2,28.7
00:13:18,37.4097,-122.8912, 1363,1361,1355,1388,1364,1412, 309,343,319,304,303,308, 169,46,2510,10, 21.8,17.2,10.4, 13,0,-99,28.2,28.6
00:13:24,37.4128,-122.8953, 1361,1363,1355,1388,1364,1412, 308,342,320,305,304,307, 169,46,2510,10, 21.8,17.2,10.4, 13,0,-99,28.3,28.8
00:13:30,37.4159,-122.8994, 1362,1365,1357,1388,1365,1413, 307,343,317,303,303,308, 169,46,2510,10, 21.8,17.2,10.4, 13,0,-99,28.3,28.6
00:13:36,37.4194,-122.9042, 1361,1363,1356,1387,1361,1414, 307,343,318,303,302,308, 169,46,2510,10, 21.8,17.2,10.4, 13,0,-99,28.2,28.7
00:13:42,37.4224,-122.9083, 1363,1363,1355,1387,1364,1414, 308,343,319,305,304,307, 169,46,2510,10, 21.7,17.3,10.5, 13,0,-99,28.3,28.6
00:13:48,37.4252,-122.9126, 1362,1362,1355,1388,1362,1412, 307,342,316,303,303,309, 169,46,2510,10, 21.7,17.2,10.5, 13,0,-99,28.2,28.6
00:14:00,37.4281,-122.9167, 1361,1362,1353,1387,1362,1411, 306,343,319,304,303,307, 170,46,2510,10, 21.7,17.2,10.5, 13,0,-99,28.2,28.7
00:14:06,37.4309,-122.9210, 1361,1361,1354,1386,1362,1410, 307,342,318,305,304,307, 170,46,2510,11, 21.7,17.2,10.6, 13,0,-99,28.3,28.6
00:14:12,37.4345,-122.9257, 1362,1362,1355,1386,1361,1412, 307,342,318,305,302,307, 170,46,2510,11, 21.7,17.2,10.6, 12,0,-99,28.2,28.7
00:14:18,37.4376,-122.9296, 1362,1363,1355,1387,1362,1411, 307,343,320,305,302,307, 170,46,2510,10, 21.7,17.2,10.6, 13,0,-99,28.3,28.7
00:14:24,37.4405,-122.9337, 1361,1363,1355,1387,1362,1412, 308,343,318,303,304,307, 170,46,2510,10, 21.7,17.3,10.6, 13,0,-99,28.2,28.8
00:14:30,37.4436,-122.9379, 1363,1364,1355,1387,1363,1412, 308,342,319,303,305,307, 169,46,2510,10, 21.8,17.2,10.7, 13,0,-99,28.2,28.7
00:14:36,37.4465,-122.9420, 1362,1363,1355,1388,1364,1411, 307,341,319,304,303,305, 169,46,2510,10, 21.8,17.1,10.7, 12,0,-99,28.3,28.7
00:14:42,37.4499,-122.9470, 1363,1363,1355,1386,1362,1413, 308,342,318,304,304,308, 169,46,2510,10, 21.8,17.4,10.7, 13,0,-99,28.2,28.7
00:14:48,37.4528,-122.9512, 1364,1364,1356,1389,1364,1412, 306,342,319,305,304,307, 169,46,2510,10, 21.8,17.2,10.8, 13,0,-99,28.2,28.7
00:14:54,37.4557,-122.9557, 1362,1364,1356,1389,1364,1412, 307,341,317,305,304,306, 169,46,2510,10, 21.8,17.2,10.8, 13,0,-99,28.2,28.7
00:15:00,37.4592,-122.9607, 1364,1365,1357,1391,1364,1415, 305,341,318,302,301,305, 169,46,2510,10, 21.8,17.2,10.8, 13,0,-99,28.2,28.7
00:15:06,37.4623,-122.9650, 1364,1364,1356,1390,1363,1415, 305,341,318,303,302,305, 169,46,2510,10, 21.8,17.2,10.9, 12,0,-99,28.2,28.7
00:15:12,37.4654,-122.9693, 1364,1365,1356,1389,1363,1416, 305,342,317,302,300,306, 169,46,2510,10, 21.8,17.2,10.9, 13,0,-99,28.3,28.7
00:15:18,37.4685,-122.9734, 1364,1364,1358,1389,1365,1414, 306,339,317,302,301,304, 169,46,2510,10, 21.8,17.2,10.9, 13,0,-99,28.2,28.7
00:15:24,37.4717,-122.9775, 1362,1364,1356,1389,1365,1415, 306,340,317,303,301,305, 169,47,2510,10, 21.8,17.2,10.9, 13,0,-99,28.3,28.7
00:15:30,37.4750,-122.9816, 1363,1365,1356,1389,1364,1413, 305,339,316,303,301,305, 169,47,2510,10, 21.8,17.2,11.0, 13,0,-99,28.2,28.7
00:15:36,37.4786,-122.9866, 1364,1363,1358,1390,1365,1414, 305,340,316,301,300,304, 168,46,2510,10, 21.8,17.2,11.0, 13,0,-99,28.2,28.7
00:15:42,37.4815,-122.9909, 1365,1364,1356,1390,1366,1413, 304,340,315,301,301,305, 168,46,2520,10, 21.8,17.2,11.0, 13,0,-99,28.2,28.6
00:15:48,37.4844,-122.9954, 1365,1366,1356,1391,1366,1414, 305,339,314,300,300,305, 168,47,2510,10, 21.8,17.2,11.1, 13,0,-99,28.2,28.6
00:15:54,37.4873,-122.9997, 1364,1366,1356,1390,1365,1415, 305,339,315,300,300,305, 168,46,2520,10, 21.8,17.2,11.1, 13,0,-99,28.2,28.7
00:16:00,37.4908,-123.0046, 1363,1366,1357,1390,1364,1416, 305,339,316,303,299,304, 168,47,2510,10, 21.8,17.2,11.1, 13,0,-99,28.3,28.7
00:16:06,37.4939,-123.0089, 1364,1365,1356,1390,1366,1416, 306,341,316,303,300,305, 168,47,2510,10, 21.8,17.2,11.2, 12,0,-99,28.3,28.7
00:16:12,37.4969,-123.0132, 1364,1364,1356,1390,1364,1414, 307,340,316,302,302,306, 168,47,2510,10, 21.8,17.1,11.2, 13,0,-99,28.2,28.7
00:16:18,37.4999,-123.0173, 1364,1366,1357,1388,1365,1415, 305,340,317,303,302,305, 168,46,2510,10, 21.7,17.2,11.2, 13,0,-99,28.2,28.6
